stat_no	year	month	day	hour	dd	ff	n	pppp	ttt	txtxtx	tntntn	rh	rrr6	sss
4475	1974	1	24	18	210	110	0		-350					
4475	1974	1	25	0	200	99	0		-340					
4475	1974	1	25	6	190	69	0		-330					
4475	1974	1	25	12	210	50	8							
4475	1974	1	25	18	230	60	5		-330					
4475	1974	1	26	0	260	69	8		-330					
4475	1974	1	26	6	30	29	8		-310					
4475	1974	1	26	12	0	0	8		-310					
4475	1974	1	26	18	340	40	8		-240					
4475	1974	1	27	0	350	99	8		-190					
4475	1974	1	27	6	350	149	9		-190					
4475	1974	1	27	12	360	60	9		-170					
4475	1974	1	27	18	350	19	8		-180					
4475	1974	1	28	6	280	9	8		-200					
4475	1974	1	28	12	30	69	8		-190					
4475	1974	1	28	18	60	60	8		-190					
4475	1974	1	29	0	20	40	8		-200					
4475	1974	1	29	6	340	19	8		-230					
4475	1974	1	29	12	210	19	8		-240					
4475	1974	1	29	18	220	9	3		-230					
4475	1974	1	30	0	0	0	3		-230					
4475	1974	1	30	6		0								
4475	1974	1	30	12	30	40	8		-160					
4475	1974	1	30	18	350	29	8		-160					
4475	1974	1	31	0	20	19	8		-160					
4475	1974	1	31	6	20	19	8		-160					
4475	1974	1	31	12	340	29	8		-170					
4475	1974	1	31	18	20	40	8		-130					
4475	1974	2	1	0	50	69	8		-140					
4475	1974	2	1	6	20	89	8		-150					
4475	1974	2	1	12	60	19	8		-190					
4475	1974	2	1	18	130	9	5		-200					
4475	1974	2	2	0	40	19	9		-210					
4475	1974	2	2	6	50	50	8		-180					
4475	1974	2	2	12	40	69	8		-180					
4475	1974	2	2	18	50	99	3		-210					
4475	1974	2	3	0	50	99	3		-190					
4475	1974	2	3	6	30	89	8		-200					
4475	1974	2	3	12	20	79	9		-180					
4475	1974	2	4	0	20	99	9		-160					
4475	1974	2	4	6	10	110	0		-140					
4475	1974	2	4	12	20	120	8		-130					
4475	1974	2	4	18	340	89	8		-130					
4475	1974	2	5	0	340	110	9		-120					
4475	1974	2	5	6	360	50	0		-130					
4475	1974	2	5	12	0	0	8		-170					
4475	1974	2	6	0	210	29	0		-190					
4475	1974	2	6	6	210	19	0		-190					
4475	1974	2	6	12	0	0	0		-210					
4475	1974	2	6	18	160	9	0		-170					
4475	1974	2	7	0	0	0	0		-290					
4475	1974	2	7	6	140	40	0		-290					
4475	1974	2	7	18	20	9	0		-200					
4475	1974	2	8	0	0	0	0		-210					
4475	1974	2	8	6		0			-220					
4475	1974	2	8	12		0			-210					
4475	1974	2	8	18	190	29	0		-180					
4475	1974	2	9	6	0	0	0		-220					
4475	1974	2	9	12	200	19	0		-210					
4475	1974	2	10	6	160	19	0		-220					
4475	1974	2	10	12	180	69	0		-210					
4475	1974	2	10	18	200	67	0							
4475	1974	2	11	0	200	69	0		-270					
4475	1974	2	11	6	210	40	0		-290					
4475	1974	2	11	12	220	19	0							
4475	1974	2	11	18	210	29	0		-280					
4475	1974	2	12	0	190	19	0		-260					
4475	1974	2	12	6	0	0	0		-210					
4475	1974	2	12	18	180	9	8		-140					
4475	1974	2	13	0	160	9	0		-170					
4475	1974	2	13	6	0	0	0		-180					
4475	1974	2	13	12	0	0	4		-170					
4475	1974	2	13	18	0	0	8		-170					
4475	1974	2	14	0	0	0	0		-200					
4475	1974	2	14	6	150	29	8		-190					
4475	1974	2	14	12	150	40	8		-230					
4475	1974	2	14	18	150	50	8		-180					
4475	1974	2	15	0	170	9	0		-190					
4475	1974	2	15	6	140	19	0		-190					
4475	1974	2	15	12	990		8		-210					
4475	1974	2	15	18	60	99	8		-180					
4475	1974	2	16	0	30	79	0		-240					
4475	1974	2	16	6	20	99	8		-240					
4475	1974	2	16	12	20	149	9		-190					
4475	1974	2	16	18	10	120	8		-180					
4475	1974	2	17	0	60	40	0		-190					
4475	1974	2	17	6	50	40	8		-220					
4475	1974	2	17	12	340	40	8		-230					
4475	1974	2	18	0	30	110	9		-100					
4475	1974	2	18	6	340	60	8		-130					
4475	1974	2	18	12	10	60	8		-120					
4475	1974	2	18	18	250	50	8		-180					
4475	1974	2	19	0	190	19	8		-190					
4475	1974	2	19	6	150	9	0		-130					
4475	1974	2	20	0	50	40	0		-160					
4475	1974	2	20	6	80	19	0		-160					
4475	1974	2	21	0	200	69	0		-230					
4475	1974	2	21	6	220	110	0		-240					
4475	1974	2	21	12	210	99	0		-270					
4475	1974	2	21	18	220	99	0		-230					
4475	1974	2	22	0	190	69	0		-260					
4475	1974	2	22	6	180	60	0		-240					
4475	1974	2	22	12	150	40	0		-180					
4475	1974	2	22	18	160	9	8		-150					
4475	1974	2	23	0	30	50	8		-220					
4475	1974	2	23	6	130	79	8		-110					
4475	1974	2	23	18	80	60	6		-200					
4475	1974	2	24	0	70	40	0		-220					
4475	1974	2	24	6	180	89	8		-170					
4475	1974	2	24	12	180	60	8		-180					
4475	1974	2	25	6	30	60	8		-200					
4475	1974	2	25	12	50	69	8		-170					
4475	1974	2	25	18	130	50	8		-150					
4475	1974	2	26	0	240	99	8		-230					
4475	1974	2	26	6	240	169	9		-270					
4475	1974	2	26	12	220	149	9		-330					
4475	1974	2	26	18	210	169	0		-320					
4475	1974	2	27	12	210	60	0		-360					
4475	1974	2	27	18	230	60	0		-310					
4475	1974	2	28	0	230	60	0							
4475	1974	2	28	6	210	60	0		-360					
4475	1974	2	28	12	210	69	0		-320					
4475	1974	2	28	18	220	60	0		-280					
4475	1974	3	1	0	210	60	0		-360					
4475	1974	3	1	6	210	60	0		-370					
4475	1974	3	1	12	210	69	0		-360					
4475	1974	3	1	18	200	89	0		-310					
4475	1974	3	2	0	200	69	0		-360					
4475	1974	3	2	6	180	89	0		-360					
4475	1974	3	2	12	140	69	8		-310					
4475	1974	3	2	18	60	29	8		-230					
4475	1974	3	3	0	80	40	8		-280					
4475	1974	3	3	6	30	19	8		-260					
4475	1974	3	3	12	150	19	8		-240					
4475	1974	3	3	18	200	89	8		-210					
4475	1974	3	4	0	230	69	0		-310					
4475	1974	3	4	18	0	0	0		-240					
4475	1974	3	5	0	0	0	0		-260					
4475	1974	3	5	6	0	0	0		-250					
4475	1974	3	5	12	0	0	0		-260					
4475	1974	3	5	18	110	19	2		-210					
4475	1974	3	6	0	130	40	0		-220					
4475	1974	3	6	6	110	60	8		-190					
4475	1974	3	6	12	50	29	8		-220					
4475	1974	3	6	18	50	19	8		-170					
