stat_no	year	month	day	hour	dd	ff	n	pppp	ttt	txtxtx	tntntn	rh	rrr6	sss
4217	1962	1	1	12	0	0	0	9840	-42			86		6
4217	1962	1	2	12	200	57	9	9848	-53			86		20
4217	1962	1	2	15	210	77	8	9879	-62			95		
4217	1962	1	2	18	180	77	8	9911	-79	-36	-90	95	35	
4217	1962	1	3	12	40	51	1	9862	-116			79		20
4217	1962	1	3	15	50	62	1	9831	-96			49		
4217	1962	1	3	18	140	82	8	9806	-40	-40	-146	56	1	
4217	1962	1	4	12	180	67	8	9861	-57			90		18
4217	1962	1	4	15	170	41	8	9878	-40			91		
4217	1962	1	4	18	230	46	8	9895	-63	-39	-76	90	-1	
4217	1962	1	5	12	20	36	3	10022	-113			50		16
4217	1962	1	5	15	20	36	7	10039	-104			54		
4217	1962	1	5	18	50	36	4	10046	-109	-66	-134	60	2	
4217	1962	1	6	12	40	36	6	9915	-102			54		17
4217	1962	1	6	15	100	36	8	9892	-53			49		
4217	1962	1	6	18	20	51	8	9870	-66	-45	-153	49	0	
4217	1962	1	7	12	30	31	3	9939	-99	-67	-130	62		16
4217	1962	1	8	12	30	36	1	10029	-149			73		20
4217	1962	1	8	15	20	46	3	10021	-147			68		
4217	1962	1	8	18	0	0	7	10013	-131	-70	-166	58	-1	
4217	1962	1	9	12	140	36	8	9971	-151			79		23
4217	1962	1	9	15	150	26	8	9949	-154			80		
4217	1962	1	9	18	140	46	5	9937	-165	-136	-176	75	2	
4217	1962	1	10	12	30	36	1	9905	-199			72		21
4217	1962	1	10	15	20	46	2	9899	-200			68		
4217	1962	1	10	18	30	26	7	9886	-182	-169	-217	66	0	
4217	1962	1	11	12	30	46	3	9855	-149			58		20
4217	1962	1	11	15	30	46	3	9852	-154			62		
4217	1962	1	11	18	50	26	5	9852	-162	-140	-205	63	0	
4217	1962	1	12	12	40	31	7	9861	-161			44		20
4217	1962	1	12	15	0	0	6	9870	-132			42		
4217	1962	1	12	18	50	51	7	9862	-113	-111	-196	46	0	
4217	1962	1	13	12	30	36	3	9955	-82			31		20
4217	1962	1	13	15	100	62	3	9981	-94			40		
4217	1962	1	13	18	70	41	3	10004	-105	-53	-126	38	0	
4217	1962	1	14	12	30	31	1	10058	-119	-92	-141	51	0	18
4217	1962	1	15	12	40	31	1	10107	-119			66		18
4217	1962	1	15	15	20	21	1	10109	-113			64		
4217	1962	1	15	18	30	26	1	10113	-127	-32	-144	62	0	
4217	1962	1	16	12	140	41	9	10214	-98			85		19
4217	1962	1	16	15	0	0	8	10224	-102			83		
4217	1962	1	16	18	40	31	7	10214	-108	-98	-160	70	-1	
4217	1962	1	17	12	80	31	0	10042	-124			49		18
4217	1962	1	17	15	150	62	1	10023	-71			43		
4217	1962	1	17	18	180	5	4	9983	-49	-49	-124	36	0	
4217	1962	1	18	12	0	0	7	9984	-38			42		16
4217	1962	1	18	15	150	67	8	10008	-36			45		
4217	1962	1	18	18	160	62	7	10029	-54	-36	-99	48	0	
4217	1962	1	19	12	60	31	1	9945	-121			54		15
4217	1962	1	19	15	0	0	2	9942	-111			53		
4217	1962	1	19	18	50	46	3	9928	-102	-54	-150	51	0	
4217	1962	1	20	12	30	26	1	9936	-127			52		15
4217	1962	1	20	15	20	10	1	9945	-132			52		
4217	1962	1	20	18	0	0	1	9959	-120	-94	-150	56	0	
4217	1962	1	21	12	0	0	8	10055	-94	-94	-105	85		16
4217	1962	1	22	12	20	15	1	10035	-161			65		16
4217	1962	1	22	15	100	51	7	10034	-144			68		
4217	1962	1	22	18	140	36	7	10036	-135	-94	-180	71	-1	
4217	1962	1	23	12	20	26	7	9982	-132			57		16
4217	1962	1	23	15	20	31	6	9962	-150			58		
4217	1962	1	23	18	70	36	5	9935	-120	-120	-171	51	0	
4217	1962	1	24	12	120	149	6	9819	-41			35		10
4217	1962	1	24	15	140	180	2	9809	-50			38		
4217	1962	1	24	18	110	154	6	9792	-28	-28	-184	36	0	
4217	1962	1	25	12	70	103	7	9605	14			40		10
4217	1962	1	25	15	140	231	5	9635	9			32		
4217	1962	1	25	18	130	180	3	9667	-16	36	-60	32	0	
4217	1962	1	26	12	230	67	8	10022	-130			95		13
4217	1962	1	26	15	180	41	8	10050	-129			95		
4217	1962	1	26	18	160	26	7	10055	-136	-19	-146	95	1	
4217	1962	1	27	12	0	0	4	9891	-134			74		10
4217	1962	1	27	15	180	41	2	9902	-135			85		
4217	1962	1	27	18	0	0	1	9908	-147	-123	-165	79	0	
4217	1962	1	28	12	30	51	1	9885	-169	-147	-190	91	0	10
4217	1962	1	29	12	40	41	6	9592	-56			43		10
4217	1962	1	29	15	130	77	8	9598	-37			44		
4217	1962	1	29	18	120	144	7	9635	-46	-6	-212	38	0	
4217	1962	1	30	12	170	26	9	9830	-172			95		15
4217	1962	1	30	15	180	57	8	9842	-176			94		
4217	1962	1	30	18	180	51	8	9849	-178	-51	-180	94	6	
4217	1962	1	31	12	120	31	8	9998	-162			95		15
4217	1962	1	31	15	0	0	8	10021	-152			93		
4217	1962	1	31	18	0	0	8	10041	-137	-137	-198	94	-1	
4217	1962	2	1	12	70	144	8	9750	-52			92		14
4217	1962	2	1	15	140	231	8	9639	-7			93		
4217	1962	2	1	18	140	309	7	9595	-3	-3	-143	66	5	
4217	1962	2	2	12	230	103	9	9757	-142			95		15
4217	1962	2	2	15	190	77	9	9798	-154			93		
4217	1962	2	2	18	210	98	9	9828	-154	-6	-170	92	10	
4217	1962	2	3	12	200	103	8	9924	-120			90		15
4217	1962	2	3	15	190	129	8	9939	-122			90		
4217	1962	2	3	18	170	62	8	9942	-123	-119	-172	90	-1	
4217	1962	2	4	12	0	0	3	9968	-162	-130	-186	86	0	14
4217	1962	2	5	12	120	46	7	10066	-182			79		16
4217	1962	2	5	15	120	31	7	10054	-179			80		
4217	1962	2	5	18	30	72	7	10020	-180	-155	-213	68	11	
4217	1962	2	6	12	0	0	8	10018	-160			70		15
4217	1962	2	6	15	0	0	7	10030	-142			72		
4217	1962	2	6	18	20	10	5	10037	-152	-136	-204	66	0	
4217	1962	2	7	12	30	62	5	9695	-100			64		15
4217	1962	2	7	15	0	0	8	9666	-100			70		
4217	1962	2	7	18	170	103	8	9735	-95	-77	-190	90	1	
4217	1962	2	8	12	0	0	9	9870	-132			95		17
