stat_no	year	month	day	hour	dd	ff	n	pppp	ttt	txtxtx	tntntn	rh	rrr6	sss
4240	1961	1	1	0	70	46	7	9940	-46			56		
4240	1961	1	1	3	0	0	8	9933	-34			46		
4240	1961	1	1	6	0	0	8	9932	-55	-34	-84	46	0	
4240	1961	1	1	12	0	0	6	9940	-60			56		50
4240	1961	1	1	15	0	0	8	9953	-52			65		
4240	1961	1	1	18	0	0	8	9968	-58	-30	-72	65	0	
4240	1961	1	2	0	0	0	8	10027	-68			75		
4240	1961	1	2	3	300	26	8	10055	-53			70		
4240	1961	1	2	6	300	36	8	10085	-46	-40	-70	70	0	
4240	1961	1	2	12	340	26	8	10141	-46			88		50
4240	1961	1	2	15	340	36	8	10167	-60			89		
4240	1961	1	2	18	280	41	8	10183	-68	-40	-70	86	-1	
4240	1961	1	3	0	300	36	8	10210	-77			85		
4240	1961	1	3	3	300	26	7	10213	-78			84		
4240	1961	1	3	6	320	26	7	10203	-76	-68	-84	84	-1	
4240	1961	1	3	12	340	36	1	10168	-92			85		50
4240	1961	1	3	15	320	31	2	10140	-92			84		
4240	1961	1	3	18	0	0	2	10113	-98	-68	-103	78	0	
4240	1961	1	4	0	0	0	3	10073	-96			68		
4240	1961	1	4	3	0	0	3	10051	-82			54		
4240	1961	1	4	6	0	0	3	10035	-72	-70	-106	55	0	
4240	1961	1	4	12	240	26	7	10030	-62			50		50
4240	1961	1	4	15	0	0	7	10032	-52			55		
4240	1961	1	4	18	0	0	7	10041	-44	-40	-76	60	0	
4240	1961	1	5	0	90	36	8	10073	-33			80		
4240	1961	1	5	3	90	46	8	10083	-36			90		
4240	1961	1	5	6	160	26	7	10093	-30	-26	-49	88	-1	
4240	1961	1	5	12	270	51	8	10136	-64			94		50
4240	1961	1	5	15	280	72	8	10153	-72			90		
4240	1961	1	5	18	320	31	8	10144	-73	-26	-77	82	-1	
4240	1961	1	6	0	320	26	3	10122	-80			80		
4240	1961	1	6	3	320	46	3	10085	-78			80		
4240	1961	1	6	6	320	26	3	10045	-72	-68	-82	66	-1	
4240	1961	1	6	12	0	0	8	9991	-46			51		50
4240	1961	1	6	15	0	0	6	9984	-44			59		
4240	1961	1	6	18	0	0	7	9991	-46	-30	-73	54	0	
4240	1961	1	7	0	0	0	0	9996	-22			62		
4240	1961	1	7	3	0	0	8	9979	3			60		
4240	1961	1	7	6	0	0	3	9979	4	16	-46	62	0	
4240	1961	1	7	12	0	0	3	9997	-18			64		50
4240	1961	1	7	15	0	0	3	10001	-24			60		
4240	1961	1	7	18	0	0	3	10007	-28	10	-32	70	0	
4240	1961	1	8	0	0	0	3	10025	-39			75		
4240	1961	1	8	3	360	26	3	10027	-36			76		
4240	1961	1	8	6	0	0	3	10031	-42	-20	-47	72	0	
4240	1961	1	8	12	0	0	6	10049	-48			76		50
4240	1961	1	8	15	0	0	8	10055	-44			75		
4240	1961	1	8	18	360	15	8	10057	-45	-32	-54	78	0	
4240	1961	1	9	0	0	0	8	10075	-56			80		
4240	1961	1	9	3	0	0	8	10084	-54			81		
4240	1961	1	9	6	0	0	6	10089	-54	-36	-62	82	0	
4240	1961	1	9	12	300	26	6	10101	-54			85		50
4240	1961	1	9	15	300	10	8	10101	-68			78		
4240	1961	1	9	18	0	0	8	10089	-66	-36	-74	88	0	
4240	1961	1	10	0	330	21	7	10075	-68			86		
4240	1961	1	10	3	0	0	7	10059	-66			85		
4240	1961	1	10	6	320	26	8	10035	-79	-66	-79	93	-1	
4240	1961	1	10	12	0	0	8	9978	-69			96		50
4240	1961	1	10	15	300	36	8	9948	-74			93		
4240	1961	1	10	18	270	26	8	9909	-76	-60	-78	92	11	
