stat_no	year	month	day	hour	dd	ff	n	pppp	ttt	txtxtx	tntntn	rh	rrr6	sss
4216	1961	1	1	0	0	0	0	10024	-139			55		
4216	1961	1	1	12	0	0	1	10014	-126			58		25
4216	1961	1	1	15	70	41	8	10014	-82			55		
4216	1961	1	1	18	80	77	8	10011	-61	-57	-166	50	0	
4216	1961	1	2	0	100	51	8	10028	-34			47		
4216	1961	1	2	12	150	41	8	10133	-66			85		25
4216	1961	1	2	15	130	51	8	10161	-78			85		
4216	1961	1	2	18	140	62	8	10179	-78	-34	-166	85	1	
4216	1961	1	3	0	140	36	8	10217	-79			90		
4216	1961	1	3	12	150	51	3	10222	-118			85		50
4216	1961	1	3	15	180	10	3	10205	-137			84		
4216	1961	1	3	18	160	10	7	10184	-128	-34	-164	83	41	
4216	1961	1	4	0	210	21	6	10168	-156			70		
4216	1961	1	4	12	60	10	4	10116	-138			65		48
4216	1961	1	4	15	20	31	7	10102	-112			65		
4216	1961	1	4	18	360	26	7	10095	-104	-103	-176	65	0	
4216	1961	1	5	0	180	31	6	10104	-134			70		
4216	1961	1	5	12	140	5	8	10143	-110			81		48
4216	1961	1	5	15	180	41	8	10145	-100			85		
4216	1961	1	5	18	140	36	8	10148	-100	-97	-142	85	1	
4216	1961	1	6	0	140	51	8	10156	-89			85		
4216	1961	1	6	12	40	21	8	10098	-112			82		49
4216	1961	1	6	15	360	87	8	10065	-94			76		
4216	1961	1	6	18	50	36	8	10042	-84	-82	-142	69	1	
4216	1961	1	7	0	90	26	1	10074	-121			72		
4216	1961	1	7	12	0	0	8	10055	-78			72		50
4216	1961	1	7	15	0	0	8	10059	-77			74		
4216	1961	1	7	18	10	62	8	10068	-51	-51	-137	72	0	
4216	1961	1	8	0	20	21	8	10090	-70			74		
4216	1961	1	8	12	150	36	3	10089	-104			71		48
4216	1961	1	8	15	130	46	7	10098	-86			71		
4216	1961	1	8	18	110	36	8	10103	-90	-51	-139	75	-1	
4216	1961	1	9	0	160	41	8	10106	-84			74		
4216	1961	1	9	12	130	26	8	10127	-91			83		50
4216	1961	1	9	15	180	10	8	10132	-96			85		
4216	1961	1	9	18	220	10	8	10126	-96	-74	-98	85	-1	
4216	1961	1	10	0	220	10	8	10110	-96			85		
4216	1961	1	10	12	50	26	8	10040	-108			90		50
4216	1961	1	10	15	20	41	8	10015	-114			89		
4216	1961	1	10	18	40	36	7	9984	-120	-85	-124	86	13	
4216	1961	1	11	0	70	15	8	9939	-138			82		
4216	1961	1	11	12	60	41	8	9818	-130			90		50
4216	1961	1	11	15	340	129	8	9789	-116			90		
4216	1961	1	11	18	360	103	8	9792	-113	-88	-159	92	10	
4216	1961	1	12	0	200	118	9	9892	-154			90		
4216	1961	1	12	12	120	93	9	10005	-198			86		46
4216	1961	1	12	15	180	72	9	10011	-180			90		
4216	1961	1	12	18	230	57	8	10016	-182	-113	-204	90	10	
4216	1961	1	13	0	220	51	9	10024	-188			90		
4216	1961	1	13	12	200	51	8	10048	-198			90		50
4216	1961	1	13	15	210	51	8	10054	-204			90		
4216	1961	1	13	18	190	82	8	10060	-206	-150	-210	90	18	
4216	1961	1	14	0	100	46	4	10088	-240			89		
4216	1961	1	14	12	80	67	0	10073	-260			87		50
4216	1961	1	14	15	90	72	0	10073	-260			87		
4216	1961	1	14	18	90	77	3	10071	-246	-206	-264	87	0	
4216	1961	1	15	0	30	36	4	10065	-226			87		
4216	1961	1	15	12	120	36	8	10062	-176			90		55
4216	1961	1	15	15	110	72	8	10059	-208			90		
4216	1961	1	15	18	100	87	8	10037	-224	-170	-248	90	8	
4216	1961	1	16	0	100	129	8	9977	-188			90		
4216	1961	1	16	12	130	67	8	9811	-75			94		42
4216	1961	1	16	15	150	77	7	9795	-64			94		
4216	1961	1	16	18	210	82	8	9812	-62	-24	-224	88	-1	
4216	1961	1	17	0	220	51	8	9963	-167			83		
4216	1961	1	17	12	120	41	8	9954	-148			84		55
4216	1961	1	17	15	120	51	8	9939	-160			82		
4216	1961	1	17	18	120	10	8	9893	-148	-58	-192	81	8	
4216	1961	1	18	0	240	41	9	9922	-164			82		
4216	1961	1	18	12	140	15	9	9986	-188			82		58
4216	1961	1	18	15	0	0	9	9968	-194			90		
4216	1961	1	18	18	270	46	8	9959	-197	-148	-200	70	16	
4216	1961	1	19	0	220	67	9	10021	-214			73		
4216	1961	1	19	12	0	0	1	9997	-278			74		58
4216	1961	1	19	15	0	0	1	9960	-256			74		
4216	1961	1	19	18	0	0	7	9920	-256	-163	-278	70	4	
4216	1961	1	20	0	160	46	6	9908	-230			69		
4216	1961	1	20	12	120	77	0	10001	-230			67		58
4216	1961	1	20	15	170	21	0	10017	-240			66		
4216	1961	1	20	18	160	15	1	10032	-242	-214	-256	67	-1	
4216	1961	1	21	0	190	31	4	10036	-238			70		
4216	1961	1	21	12	120	77	8	10071	-194			70		60
4216	1961	1	21	15	90	31	8	10084	-195			70		
4216	1961	1	21	18	0	0	8	10088	-208	-189	-256	70	2	
4216	1961	1	22	0	130	10	6	10083	-200			72		
4216	1961	1	22	12	40	10	8	10084	-176			70		60
4216	1961	1	22	15	80	10	8	10068	-158			70		
4216	1961	1	22	18	0	0	8	10034	-136	-122	-230	73	-1	
4216	1961	1	23	0	0	0	8	10044	14			52		
4216	1961	1	23	12	70	46	1	10023	11			40		60
4216	1961	1	23	15	100	51	7	10012	14			50		
4216	1961	1	23	18	100	77	7	10000	28	47	-138	45	0	
4216	1961	1	24	0	70	62	6	10007	27			43		
4216	1961	1	24	9	100	93	0	10016	-4			50		
4216	1961	1	24	12	80	103	1	10024	-4			47		60
4216	1961	1	24	15	80	77	6	10028	-6			47		
4216	1961	1	24	18	100	123	5	10030	5	28	-22	46	0	
4216	1961	1	25	0	90	77	1	10048	3			45		
4216	1961	1	25	12	60	57	1	10023	-30			48		60
4216	1961	1	25	15	260	26	1	10001	-28			45		
4216	1961	1	25	18	80	62	1	9981	-24	15	-47	54	0	
4216	1961	1	26	0	70	72	0	9940	-30			53		
4216	1961	1	26	12	330	21	1	9862	-40			54		60
4216	1961	1	26	15	60	36	2	9853	-32			54		
4216	1961	1	26	18	100	72	5	9835	-21	-18	-54	54	0	
4216	1961	1	27	0	90	77	6	9827	6			50		
4216	1961	1	27	12	100	118	1	9835	-32			54		60
4216	1961	1	27	15	100	103	1	9844	-49			50		
4216	1961	1	27	18	100	87	1	9849	-76	6	-76	57	0	
4216	1961	1	28	0	90	31	0	9865	-97			57		
4216	1961	1	28	12	110	15	1	9913	-116			60		60
4216	1961	1	28	15	100	10	1	9929	-122			60		
4216	1961	1	28	18	100	10	3	9950	-120	-26	-144	63	0	
4216	1961	1	29	0	0	0	4	9971	-112			67		
4216	1961	1	29	12	90	77	1	9988	-46			55		60
4216	1961	1	29	15	90	93	1	9989	-43			55		
4216	1961	1	29	18	90	51	1	9988	-49	-26	-134	55	0	
4216	1961	1	30	0	80	62	1	9992	-52			55		
4216	1961	1	30	12	100	26	3	10003	-100			62		60
4216	1961	1	30	15	120	10	1	10004	-107			63		
4216	1961	1	30	18	120	21	0	10007	-112	-34	-131	63	0	
4216	1961	1	31	0	0	0	0	10019	-132			62		
4216	1961	1	31	12	0	0	2	10037	-153			68		60
4216	1961	1	31	15	0	0	2	10043	-154			67		
4216	1961	1	31	18	140	10	0	10046	-162	-33	-169	67	0	
4216	1961	2	1	0	0	0	1	10065	-167			70		
4216	1961	2	1	12	180	21	1	10094	-178			70		60
4216	1961	2	1	15	180	10	1	10093	-181			70		
4216	1961	2	1	18	190	21	1	10094	-182	-150	-196	70	0	
4216	1961	2	2	0	150	10	1	10103	-188			75		
4216	1961	2	2	12	170	41	8	10120	-170			80		60
4216	1961	2	2	15	80	31	8	10122	-148			79		
4216	1961	2	2	18	100	10	8	10113	-144	-142	-194	81	-1	
4216	1961	2	3	0	0	0	8	10114	-148			81		
4216	1961	2	3	12	90	26	8	10111	-154			76		60
4216	1961	2	3	15	120	57	8	10117	-154			75		
4216	1961	2	3	18	100	31	8	10120	-148	-112	-162	78	-1	
4216	1961	2	4	0	110	77	8	10149	-148			83		
4216	1961	2	4	12	90	46	8	10199	-151			72		60
4216	1961	2	4	15	170	31	7	10196	-153			74		
4216	1961	2	4	18	180	10	7	10182	-171	-115	-181	75	1	
4216	1961	2	5	0	0	0	2	10139	-180			72		
4216	1961	2	5	12	0	0	8	10082	-142			75		60
4216	1961	2	5	15	120	10	8	10071	-142			80		
4216	1961	2	5	18	0	0	8	10063	-148	-140	-197	95	0	
4216	1961	2	6	0	170	10	8	10031	-148			85		
4216	1961	2	6	12	0	0	8	10001	-146			95		60
4216	1961	2	6	15	0	0	8	10001	-151			95		
4216	1961	2	6	18	120	26	8	10001	-144	-136	-158	90	10	
4216	1961	2	7	0	230	72	8	10032	-158			100		
4216	1961	2	7	12	250	10	7	10057	-193			96		60
4216	1961	2	7	15	210	10	7	10055	-202			96		
4216	1961	2	7	18	120	10	4	10049	-218	-136	-218	94	3	
4216	1961	2	8	0	170	15	2	10053	-242			90		
4216	1961	2	8	12	0	0	1	10024	-258			85		60
4216	1961	2	8	15	0	0	1	10014	-244			80		
4216	1961	2	8	18	180	10	1	10011	-258	-171	-278	80	0	
4216	1961	2	9	0	190	26	2	10004	-252			89		
4216	1961	2	9	12	90	26	4	10001	-251			85		60
4216	1961	2	9	15	90	21	6	10006	-243			84		
4216	1961	2	9	18	0	0	6	10001	-247	-230	-272	85	0	
4216	1961	2	10	0	0	0	2	9995	-246			85		
4216	1961	2	10	12	0	0	7	10009	-228			80		60
4216	1961	2	10	15	0	0	7	10016	-242			80		
4216	1961	2	10	18	180	10	7	10014	-242	-212	-257	80	0	
4216	1961	2	11	0	0	0	0	10033	-240			85		
4216	1961	2	11	12	0	0	1	10053	-252			80		60
4216	1961	2	11	15	0	0	1	10054	-224			75		
4216	1961	2	11	18	0	0	2	10059	-243	-215	-271	74	0	
4216	1961	2	12	0	0	0	1	10070	-244			91		
4216	1961	2	12	12	0	0	7	10080	-262			90		60
4216	1961	2	12	15	0	0	1	10084	-252			90		
4216	1961	2	12	18	0	0	1	10073	-252	-232	-274	90	0	
4216	1961	2	13	0	0	0	1	10040	-271			90		
4216	1961	2	13	12	190	26	7	9985	-240			97		60
4216	1961	2	13	15	190	21	7	9986	-226			97		
4216	1961	2	13	18	140	51	9	9985	-210	-206	-280	95	-1	
4216	1961	2	14	0	140	51	8	10022	-200			95		
4216	1961	2	14	12	300	10	8	10027	-202			95		60
4216	1961	2	14	15	0	0	8	10035	-219			95		
4216	1961	2	14	18	230	31	8	10041	-211	-192	-224	95	6	
4216	1961	2	15	0	0	0	8	10071	-240			99		
4216	1961	2	15	12	0	0	0	10074	-290			100		60
4216	1961	2	15	15	0	0	1	10056	-260			98		
4216	1961	2	15	18	0	0	8	10014	-254	-174	-295	98	4	
4216	1961	2	16	0	360	51	8	9912	-196			85		
4216	1961	2	16	12	180	103	8	10001	-218			80		60
4216	1961	2	16	15	180	67	7	10045	-223			80		
4216	1961	2	16	18	200	51	7	10077	-235	-167	-254	80	5	
4216	1961	2	17	0	0	0	1	10108	-274			98		
4216	1961	2	17	12	0	0	1	10087	-300			99		60
4216	1961	2	17	15	0	0	1	10075	-270			86		
4216	1961	2	17	18	0	0	1	10054	-268	-235	-307	86	0	
4216	1961	2	18	0	0	0	1	10019	-295			50		
4216	1961	2	18	12	190	36	8	9973	-240			75		60
4216	1961	2	18	15	150	15	8	9963	-220			70		
4216	1961	2	18	18	170	10	7	9955	-228	-207	-296	70	-1	
4216	1961	2	19	0	160	36	9	9945	-212			81		
4216	1961	2	19	12	80	15	8	9985	-220			76		60
4216	1961	2	19	15	80	10	7	9988	-220			71		
4216	1961	2	19	18	90	10	8	9996	-222	-203	-237	69	9	
4216	1961	2	20	0	220	62	8	10005	-194			79		
4216	1961	2	20	12	0	0	4	10073	-266			76		60
4216	1961	2	20	15	120	15	5	10075	-258			75		
4216	1961	2	20	18	100	31	5	10079	-260	-193	-266	70	2	
4216	1961	2	21	0	100	15	0	10087	-285			70		
4216	1961	2	21	12	120	15	3	10075	-291			70		60
4216	1961	2	21	15	0	0	2	10062	-272			67		
4216	1961	2	21	18	0	0	6	10045	-276	-237	-303	65	0	
4216	1961	2	22	0	0	0	0	10028	-296			65		
4216	1961	2	22	12	0	0	0	9978	-322			65		60
4216	1961	2	22	15	0	0	0	9974	-286			65		
4216	1961	2	22	18	0	0	1	9966	-283	-248	-331	62	0	
4216	1961	2	23	0	0	0	2	9959	-294			60		
4216	1961	2	23	12	0	0	1	10002	-318			65		60
4216	1961	2	23	15	0	0	1	10012	-279			65		
4216	1961	2	23	18	0	0	2	10005	-256	-256	-322	65	0	
4216	1961	2	24	0	180	10	1	10060	-289			70		
4216	1961	2	24	12	0	0	8	10085	-272			70		60
4216	1961	2	24	15	20	10	8	10044	-227			65		
4216	1961	2	24	18	360	62	8	10003	-202	-202	-317	65	0	
4216	1961	2	25	0	170	57	3	10044	-242			70		
4216	1961	2	25	12	20	36	8	10061	-217			77		60
4216	1961	2	25	15	130	10	8	10032	-204			73		
4216	1961	2	25	18	0	0	8	10018	-196	-192	-248	74	0	
4216	1961	2	26	0	340	15	8	9998	-186			80		
4216	1961	2	26	12	350	51	8	9976	-171			80		60
4216	1961	2	26	15	350	62	8	9983	-165			80		
4216	1961	2	26	18	340	62	8	9982	-166	-163	-248	75	0	
4216	1961	2	27	0	350	41	8	9999	-166			80		
4216	1961	2	27	12	330	36	7	10020	-170			77		60
4216	1961	2	27	15	350	67	7	10020	-166			76		
4216	1961	2	27	18	340	62	8	10008	-170	-158	-176	76	0	
4216	1961	2	28	0	360	46	1	9993	-176			76		
4216	1961	2	28	12	50	10	7	9950	-178			76		60
4216	1961	2	28	15	360	62	8	9918	-162			76		
4216	1961	2	28	18	340	36	8	9907	-151	-147	-204	71	-1	
4216	1961	3	1	0	350	93	9	9880	-154			80		
4216	1961	3	1	12	360	77	9	9858	-170			82		60
4216	1961	3	1	15	20	15	9	9861	-166			81		
4216	1961	3	1	18	170	46	9	9891	-174	-147	-177	80	19	
4216	1961	3	2	0	160	67	8	9944	-199			78		
4216	1961	3	2	12	120	26	4	9991	-233			76		60
4216	1961	3	2	15	140	31	6	9993	-226			74		
4216	1961	3	2	18	160	41	8	9995	-227	-148	-242	75	-1	
4216	1961	3	3	0	150	62	9	10012	-240			77		
4216	1961	3	3	12	0	0	7	10043	-276			74		60
4216	1961	3	3	15	170	10	7	10048	-256			70		
4216	1961	3	3	18	0	0	6	10052	-246	-227	-278	67	4	
4216	1961	3	4	0	0	0	3	10069	-285			72		
4216	1961	3	4	12	0	0	6	10084	-269			72		60
4216	1961	3	4	15	0	0	5	10102	-236			66		
4216	1961	3	4	18	0	0	6	10104	-236	-223	-302	67	0	
4216	1961	3	5	0	0	0	0	10112	-260			73		
4216	1961	3	5	12	0	0	0	10131	-294			71		60
4216	1961	3	5	15	0	0	1	10112	-243			67		
4216	1961	3	5	18	360	41	2	10082	-232	-222	-297	67	0	
4216	1961	3	6	0	350	10	2	10043	-239			69		
4216	1961	3	6	12	310	36	8	10051	-193			76		60
4216	1961	3	6	15	140	26	7	10092	-196			74		
4216	1961	3	6	18	110	41	7	10114	-197	-184	-266	69	-1	
4216	1961	3	7	0	130	31	5	10157	-216			75		
4216	1961	3	7	12	170	51	7	10106	-228			79		60
4216	1961	3	7	15	150	10	5	10092	-228			71		
4216	1961	3	7	18	160	21	6	10074	-226	-197	-238	70	2	
4216	1961	3	8	0	0	0	4	10072	-223			71		
4216	1961	3	8	12	0	0	1	10090	-272			74		60
4216	1961	3	8	15	0	0	1	10092	-256			66		
4216	1961	3	8	18	0	0	1	10090	-229	-210	-296	62	-1	
4216	1961	3	9	0	0	0	0	10101	-290			75		
4216	1961	3	9	12	0	0	0	10118	-300			71		60
4216	1961	3	9	15	0	0	0	10116	-256			56		
4216	1961	3	9	18	0	0	0	10106	-238	-217	-316	51	0	
4216	1961	3	10	0	0	0	0	10088	-290			69		
4216	1961	3	10	12	0	0	6	10089	-268			67		60
4216	1961	3	10	15	0	0	8	10115	-232			62		
4216	1961	3	10	18	160	26	8	10152	-220	-214	-304	63	0	
4216	1961	3	11	0	150	46	3	10222	-236			76		
4216	1961	3	11	12	140	10	6	10203	-276			66		60
4216	1961	3	11	15	0	0	3	10190	-248			55		
4216	1961	3	11	18	0	0	1	10170	-228	-210	-299	49	0	
4216	1961	3	12	0	0	0	3	10150	-282			61		
4216	1961	3	12	12	130	10	0	10182	-280			73		60
4216	1961	3	12	15	0	0	0	10182	-268			65		
4216	1961	3	12	18	0	0	0	10179	-250	-228	-283	60	0	
4216	1961	3	13	0	0	0	0	10178	-317			74		
4216	1961	3	13	12	0	0	0	10152	-317			74		60
4216	1961	3	13	15	0	0	0	10146	-274			61		
4216	1961	3	13	18	0	0	0	10138	-286	-234	-342	60	0	
4216	1961	3	14	0	0	0	0	10135	-322			70		
4216	1961	3	14	12	0	0	0	10132	-300			70		60
4216	1961	3	14	15	0	0	0	10115	-272			58		
4216	1961	3	14	18	350	26	0	10095	-262	-237	-340	58	0	
4216	1961	3	15	0	0	0	1	10049	-263			65		
4216	1961	3	15	12	110	57	8	10059	-238			66		60
4216	1961	3	15	15	120	46	8	10087	-218			67		
4216	1961	3	15	18	120	36	8	10127	-203	-198	-283	67	-1	
4216	1961	3	16	0	140	31	2	10190	-229			73		
4216	1961	3	16	12	0	0	1	10217	-256			71		60
4216	1961	3	16	15	0	0	7	10198	-215			62		
4216	1961	3	16	18	0	0	6	10180	-171	-169	-281	58	-1	
4216	1961	3	17	0	0	0	6	10121	-170			59		
4216	1961	3	17	12	110	46	6	10041	-34			60		60
4216	1961	3	17	15	90	77	6	10039	-12			60		
4216	1961	3	17	18	150	87	8	10033	12	12	-196	50	0	
4216	1961	3	18	0	160	67	8	10069	-1			59		
4216	1961	3	18	12	320	26	8	10089	-84			90		60
4216	1961	3	18	15	360	41	8	10028	-101			88		
4216	1961	3	18	18	0	0	4	9965	-81	12	-104	87	10	
4216	1961	3	19	0	0	0	8	9946	-38			86		
4216	1961	3	19	12	0	0	1	10164	-148			85		60
4216	1961	3	19	15	270	31	1	10116	-118			85		
4216	1961	3	19	18	340	26	6	10060	-112	-6	-148	86	32	
4216	1961	3	20	0	210	10	8	10005	-102			85		
4216	1961	3	20	12	0	0	8	10012	-90			87		60
4216	1961	3	20	15	160	46	8	10046	-84			88		
4216	1961	3	20	18	90	57	4	10072	-82	-7	-122	86	-1	
4216	1961	3	21	0	270	51	8	10083	-116			85		
4216	1961	3	21	12	90	62	5	10100	-178			85		60
4216	1961	3	21	15	110	82	6	10074	-145			78		
4216	1961	3	21	18	120	51	7	10067	-114	-75	-215	68	3	
4216	1961	3	22	0	170	46	8	10089	-144			74		
4216	1961	3	22	12	350	10	8	10090	-196			76		60
4216	1961	3	22	15	50	15	8	10077	-188			74		
4216	1961	3	22	18	230	15	8	10078	-176	-76	-206	73	4	
4216	1961	3	23	0	240	46	8	10123	-210			75		
4216	1961	3	23	12	0	0	8	10172	-238			74		60
4216	1961	3	23	15	0	0	5	10172	-224			69		
4216	1961	3	23	18	0	0	7	10168	-232	-170	-250	68	-1	
4216	1961	3	24	0	180	41	1	10189	-248			76		
4216	1961	3	24	12	90	26	2	10230	-249			69		60
4216	1961	3	24	15	100	36	2	10234	-245			65		
4216	1961	3	24	18	140	15	2	10235	-240	-172	-286	66	-1	
4216	1961	3	25	0	110	21	3	10254	-260			68		
4216	1961	3	25	12	90	57	0	10279	-257			60		60
4216	1961	3	25	15	0	0	0	10278	-216			55		
4216	1961	3	25	18	0	0	1	10274	-212	-198	-275	54	-1	
4216	1961	3	26	0	0	0	1	10261	-280			61		
4216	1961	3	26	12	0	0	0	10231	-241			58		60
4216	1961	3	26	15	0	0	0	10218	-202			59		
4216	1961	3	26	18	0	0	0	10198	-193	-175	-292	51	0	
4216	1961	3	27	0	0	0	0	10220	-232			75		
4216	1961	3	27	12	0	0	0	10296	-221			64		60
4216	1961	3	27	15	0	0	0	10291	-198			46		
4216	1961	3	27	18	0	0	4	10275	-180	-171	-253	55	0	
4216	1961	3	28	0	0	0	2	10263	-247			66		
4216	1961	3	28	12	0	0	2	10252	-226			69		60
4216	1961	3	28	15	0	0	1	10242	-197			62		
4216	1961	3	28	18	0	0	1	10233	-188	-170	-267	53	0	
4216	1961	3	29	0	0	0	1	10216	-236			76		
4216	1961	3	29	12	230	15	5	10205	-220			81		60
4216	1961	3	29	15	160	21	3	10215	-203			74		
4216	1961	3	29	18	0	0	1	10226	-169	-167	-271	56	0	
4216	1961	3	30	0	0	0	1	10243	-243			70		
4216	1961	3	30	12	0	0	0	10274	-223			76		60
4216	1961	3	30	15	0	0	0	10271	-196			63		
4216	1961	3	30	18	0	0	0	10266	-188	-169	-273	61	0	
4216	1961	3	31	0	0	0	0	10267	-220			80		
4216	1961	3	31	12	0	0	0	10235	-204			61		60
4216	1961	3	31	15	0	0	3	10225	-143			42		
4216	1961	3	31	18	0	0	6	10217	-142	-126	-266	45	0	
4216	1961	4	1	0	0	0	2	10220	-189			84		
4216	1961	4	1	12	0	0	1	10239	-178			83		60
4216	1961	4	1	15	0	0	2	10239	-146			63		
4216	1961	4	1	18	0	0	2	10233	-136	-126	-226	61	0	
4216	1961	4	2	0	0	0	1	10217	-191			79		
4216	1961	4	2	12	0	0	2	10183	-132			69		60
4216	1961	4	2	15	260	10	3	10170	-68			55		
4216	1961	4	2	18	110	10	7	10172	-63	-56	-196	62	0	
4216	1961	4	3	0	160	31	8	10187	-72			80		
4216	1961	4	3	12	0	0	8	10161	-39			85		60
4216	1961	4	3	15	0	0	8	10153	-18			74		
4216	1961	4	3	18	130	51	8	10146	-12	-9	-77	80	1	
4216	1961	4	4	0	120	41	8	10139	-12			95		
4216	1961	4	4	12	0	0	8	10139	-56			82		60
4216	1961	4	4	15	280	31	8	10139	-40			78		
4216	1961	4	4	18	0	0	8	10135	-48	-8	-64	80	27	
4216	1961	4	5	0	290	36	8	10146	-85			85		
4216	1961	4	5	12	290	62	7	10181	-109			78		60
4216	1961	4	5	15	290	41	7	10195	-114			76		
4216	1961	4	5	18	290	51	6	10204	-114	-11	-120	74	15	
4216	1961	4	6	0	0	0	7	10226	-144			75		
4216	1961	4	6	12	0	0	1	10233	-180			55		60
4216	1961	4	6	15	0	0	1	10228	-154			45		
4216	1961	4	6	18	290	15	1	10220	-170	-114	-244	52	-1	
4216	1961	4	7	0	0	0	1	10226	-236			65		
4216	1961	4	7	12	0	0	0	10194	-206			65		60
4216	1961	4	7	15	0	0	1	10186	-169			62		
4216	1961	4	7	18	170	15	1	10173	-169	-123	-264	65	0	
4216	1961	4	8	0	170	10	5	10157	-206			85		
4216	1961	4	8	12	180	31	0	10121	-150			85		60
4216	1961	4	8	15	180	36	0	10123	-158			85		
4216	1961	4	8	18	170	21	0	10125	-150	-142	-240	85	0	
4216	1961	4	9	0	180	15	1	10153	-146			86		
4216	1961	4	9	12	180	10	3	10216	-133			86		60
4216	1961	4	9	15	190	15	2	10223	-120			75		
4216	1961	4	9	18	0	0	1	10219	-112	-99	-174	67	-1	
4216	1961	4	10	0	200	10	1	10207	-154			87		
4216	1961	4	10	12	0	0	0	10162	-136			86		60
4216	1961	4	10	15	170	31	5	10158	-132			84		
4216	1961	4	10	18	180	21	6	10146	-127	-92	-171	79	0	
4216	1961	4	11	0	0	0	8	10144	-150			85		
4216	1961	4	11	12	0	0	9	10137	-166			85		60
4216	1961	4	11	15	0	0	5	10132	-124			65		
4216	1961	4	11	18	0	0	7	10126	-114	-103	-172	66	1	
4216	1961	4	12	0	0	0	9	10127	-136			92		
4216	1961	4	12	12	0	0	7	10153	-122			86		60
4216	1961	4	12	15	0	0	7	10160	-118			62		
4216	1961	4	12	18	0	0	5	10164	-100	-87	-187	70	-1	
4216	1961	4	13	0	0	0	8	10189	-113			85		
4216	1961	4	13	12	0	0	7	10244	-94			75		60
4216	1961	4	13	15	0	0	1	10249	-76			55		
4216	1961	4	13	18	0	0	1	10253	-92	-58	-122	65	-1	
4216	1961	4	14	0	0	0	1	10267	-150			87		
4216	1961	4	14	12	100	41	3	10257	-130			57		60
4216	1961	4	14	15	0	0	5	10250	-82			42		
4216	1961	4	14	18	0	0	5	10240	-100	-72	-168	40	0	
4216	1961	4	15	0	0	0	1	10231	-158			87		
4216	1961	4	15	12	100	31	0	10221	-159			42		60
4216	1961	4	15	15	90	15	0	10217	-146			50		
4216	1961	4	15	18	0	0	0	10211	-126	-73	-216	41	0	
4216	1961	4	16	0	0	0	0	10222	-187			60		
4216	1961	4	16	12	0	0	0	10255	-128			50		60
4216	1961	4	16	15	0	0	0	10256	-95			46		
4216	1961	4	16	18	0	0	1	10253	-102	-90	-200	39	0	
4216	1961	4	17	0	0	0	3	10255	-172			70		
4216	1961	4	17	12	0	0	0	10282	-158			60		50
4216	1961	4	17	15	0	0	0	10283	-123			50		
