stat_no	year	month	day	hour	dd	ff	n	pppp	ttt	txtxtx	tntntn	rh	rrr6	sss
4338	1961	1	1	6	300	67	9	10204	-98		-98	94	30	
4338	1961	1	1	9	310	36	9	10209	-90			94		
4338	1961	1	1	12	300	57	8	10205	-91			94		5
4338	1961	1	1	15	300	26	9	10201	-90			96		
4338	1961	1	1	18	0	0	9	10201	-84		-101	96	20	
4338	1961	1	1	21	270	5	8	10193	-72			100		
4338	1961	1	2	6	290	21	7	10173	-96		-97	89	1	
4338	1961	1	2	9	0	0	7	10173	-96			91		
4338	1961	1	2	12	0	0	6	10175	-102			86		50
4338	1961	1	2	15	0	0	7	10173	-130			88		
4338	1961	1	2	18	0	0	2	10181	-160		-161	93	0	
4338	1961	1	2	21	0	0	2	10196	-148			91		
4338	1961	1	3	6	280	21	1	10217	-198		-222	90	0	
4338	1961	1	3	9	0	0	1	10228	-194			90		
4338	1961	1	3	12	0	0	1	10240	-248			87		50
4338	1961	1	3	15	290	10	3	10247	-220			87		
4338	1961	1	3	18	0	0	5	10253	-210		-257	87	0	
4338	1961	1	3	21	0	0	8	10259	-194			87		
4338	1961	1	4	6	300	46	8	10251	-192		-225	86	-1	
4338	1961	1	4	9	270	26	8	10251	-203			86		
4338	1961	1	4	12	290	15	8	10248	-203			86		50
4338	1961	1	4	15	290	15	8	10241	-218			85		
4338	1961	1	4	18	300	21	3	10236	-238		-245	85	3	
4338	1961	1	4	21	250	15	2	10232	-262			84		
4338	1961	1	5	6	0	0	0	10219	-335	-238	-356	81	0	
4338	1961	1	5	9	0	0	0	10221	-349			80		
4338	1961	1	5	12	0	0	0	10227	-368			79		50
4338	1961	1	5	15	310	10	1	10231	-332			81		
4338	1961	1	5	18	320	10	0	10231	-335	-325	-401	81	0	
4338	1961	1	5	21	0	0	0	10235	-350			79		
4338	1961	1	6	6	0	0	0	10233	-348	-320	-387	80	0	
4338	1961	1	6	9	0	0	0	10240	-370			79		
4338	1961	1	6	12	0	0	0	10237	-372			79		50
4338	1961	1	6	15	0	0	0	10235	-368			79		
4338	1961	1	6	18	0	0	0	10241	-366	-340	-387	80	0	
4338	1961	1	6	21	0	0	0	10237	-372			79		
4338	1961	1	7	6	290	10	0	10195	-334	-334	-377	79	0	
4338	1961	1	7	9	0	0	3	10192	-354			79		
4338	1961	1	7	12	300	10	1	10192	-356			79		50
4338	1961	1	7	15	0	0	3	10195	-348			79		
4338	1961	1	7	18	0	0	6	10192	-332	-332	-362	79	0	
4338	1961	1	7	21	0	0	6	10192	-338			79		
4338	1961	1	8	6	0	0	8	10157	-342	-332	-363	80	0	
4338	1961	1	8	9	0	0	8	10169	-290			80		
4338	1961	1	8	12	270	10	8	10183	-256			82		50
4338	1961	1	8	15	0	0	7	10205	-258			82		
4338	1961	1	8	18	270	15	7	10221	-264	-254	-363	82	0	
4338	1961	1	8	21	280	10	3	10232	-276			82		
4338	1961	1	9	6	0	0	0	10220	-324	-264	-337	80	0	
4338	1961	1	9	9	0	0	0	10220	-340			80		
4338	1961	1	9	12	0	0	1	10219	-352			80		50
4338	1961	1	9	15	0	0	3	10219	-352			79		
4338	1961	1	9	18	0	0	3	10212	-362	-320	-387	79	0	
4338	1961	1	9	21	0	0	3	10213	-382			79		
4338	1961	1	10	6	0	0	0	10211	-362	-342	-382	79	0	
4338	1961	1	10	9	0	0	0	10211	-380			79		
4338	1961	1	10	12	0	0	2	10205	-383			79		50
4338	1961	1	10	15	0	0	5	10201	-344			79		
4338	1961	1	10	18	0	0	5	10199	-360	-344	-387	79	0	
4338	1961	1	10	21	0	0	3	10193	-364			79		
4338	1961	1	11	6	0	0	2	10155	-377	-342	-377	77	0	
4338	1961	1	11	9	0	0	3	10148	-358			79		
4338	1961	1	11	12	0	0	5	10132	-324			79		50
4338	1961	1	11	15	300	10	8	10117	-278			81		
4338	1961	1	11	18	280	31	8	10096	-256	-250	-376	84	-1	
4338	1961	1	11	21	300	46	9	10063	-203			85		
4338	1961	1	12	6	310	113	9	9940	-148	-140	-297	94	18	
4338	1961	1	12	9	300	123	9	9885	-118			100		
4338	1961	1	12	12	310	154	9	9836	-80			100		55
4338	1961	1	12	15	310	180	9	9795	-68			100		
4338	1961	1	12	18	310	123	9	9781	-54	-50	-148	100	34	
4338	1961	1	12	21	310	113	9	9784	-42			100		
4338	1961	1	13	6	320	113	9	9788	-45	-40	-54	79	15	
4338	1961	1	13	9	320	129	9	9811	-42			79		
4338	1961	1	13	12	310	113	9	9827	-41			84		58
