stat_no	year	month	day	hour	dd	ff	n	pppp	ttt	txtxtx	tntntn	rh	rrr6	sss
4305	1983	8	24	18	170	60		10205	-50			87		
4305	1983	8	24	21	180	50		10221	-45			89		
4305	1983	8	25	3	50	50		10227	-53			99		
4305	1983	8	25	6	40	20		10221	-52			96		
4305	1983	8	25	9	300	20		10217	-49			89		
4305	1983	8	25	12	320	50		10217	-48			98		
4305	1983	8	25	15	290	30		10226	-47			93		
4305	1983	8	25	18	280	20		10239	-49			98		
4305	1983	8	25	21	230	20		10254	-53			98		
4305	1983	8	26	0	260	30		10266	-56			96		
4305	1983	8	26	3	240	20		10269	-55			96		
4305	1983	8	26	6	250	20		10269	-56			98		
4305	1983	8	26	9	200	10		10266	-57			94		
4305	1983	8	26	12	280	30		10256	-56			97		
4305	1983	8	26	15	300	40		10247	-56			98		
4305	1983	8	26	18	300	40		10241	-61			96		
4305	1983	8	26	21	280	40		10236	-66			98		
4305	1983	8	27	0	190	20		10236	-71			95		
4305	1983	8	27	3	180	20		10235	-74			99		
4305	1983	8	27	6	130	30		10232	-74			100		
4305	1983	8	27	9	100	30		10230	-72			100		
4305	1983	8	27	12	120	50		10230	-70			100		
4305	1983	8	27	15	120	60		10230	-71			100		
4305	1983	8	27	18	120	60		10230	-71			100		
4305	1983	8	27	21	100	60		10235	-69			100		
4305	1983	8	28	0	90	50		10239	-67			100		
4305	1983	8	28	6	90	30		10245	-66			98		
4305	1983	8	28	9	80	40		10253	-65			86		
4305	1983	8	28	12	100	50		10262	-61			71		
4305	1983	8	28	15	100	30		10265	-59			71		
4305	1983	8	28	18	90	30		10269	-56			66		
4305	1983	8	28	21	40	30		10272	-58			87		
4305	1983	8	29	0	10	20		10274	-63			85		
4305	1983	8	29	3	30	30		10274	-65			93		
4305	1983	8	29	6	110	50		10272	-82			68		
4305	1983	8	29	9	100	70		10274	-82			61		
4305	1983	8	29	12	100	60		10280	-77			56		
4305	1983	8	29	15	100	50		10281	-71			54		
4305	1983	8	29	18	40	20		10284	-58			51		
4305	1983	8	29	21	40	30		10292	-64			73		
4305	1983	8	30	0	360	40		10298	-70			76		
4305	1983	8	30	3	30	30		10299	-74			79		
4305	1983	8	30	6	100	50		10302	-78			63		
4305	1983	8	30	9	90	60		10305	-78			66		
4305	1983	8	30	12	80	40		10311	-70			60		
4305	1983	8	30	15	50	20		10311	-64			60		
4305	1983	8	30	18	340	50		10308	-65			67		
4305	1983	8	30	21	340	60		10307	-65			82		
4305	1983	8	31	0	320	60		10305	-70			90		
4305	1983	8	31	3	340	50		10304	-77			83		
4305	1983	8	31	6	110	40		10302	-82			59		
4305	1983	8	31	9	120	50		10302	-84			58		
4305	1983	8	31	12	100	70		10304	-79			59		
4305	1983	8	31	15	120	30		10304	-71			61		
4305	1983	8	31	18	120	10		10301	-53			59		
4305	1983	8	31	21	130	20		10298	-67			66		
4305	1983	9	1	0	130	30		10298	-74			75		
4305	1983	9	1	6	110	70		10296	-82			76		
4305	1983	9	1	9	90	70		10298	-88			71		
4305	1983	9	1	15	90	50		10299	-74			46		
4305	1983	9	1	21	30	40		10293	-71			60		
4305	1983	9	2	0	30	40		10293	-73			60		
4305	1983	9	2	3	100	50		10290	-82			66		
4305	1983	9	2	6	80	60		10287	-82			51		
4305	1983	9	2	12	80	20		10284	-79			59		
4305	1983	9	2	15	30	10		10278	-71			56		
4305	1983	9	2	18	40	20		10277	-58			51		
4305	1983	9	2	21	70	20		10280	-59			58		
4305	1983	9	3	0	140	30		10286	-67			54		
4305	1983	9	3	3	120	70		10289	-74			66		
4305	1983	9	3	6	100	50		10292	-80			62		
4305	1983	9	3	9	90	40		10299	-81			61		
4305	1983	9	3	12	80	50		10299	-78			50		
4305	1983	9	3	15	90	50		10299	-66			54		
4305	1983	9	3	18	50	30		10293	-57			48		
4305	1983	9	3	21	330	30		10290	-66			56		
4305	1983	9	4	0	350	50		10290	-69			72		
4305	1983	9	4	3	350	40		10289	-70			76		
4305	1983	9	4	6	90	10		10286	-78			76		
4305	1983	9	4	9	50	40		10286	-76			81		
4305	1983	9	4	12	80	40		10292	-66			65		
4305	1983	9	4	15	80	20		10295	-54			56		
4305	1983	9	4	18	30	20		10293	-53			61		
4305	1983	9	4	21	30	20		10293	-53			71		
4305	1983	9	5	0	30	20		10295	-62			82		
4305	1983	9	5	3	100	20		10299	-65			78		
4305	1983	9	5	6	80	20		10299	-72			84		
4305	1983	9	5	9	100	50		10304	-69			68		
4305	1983	9	5	12	120	30		10311	-60			60		
4305	1983	9	5	15	140	30		10313	-54			54		
4305	1983	9	5	18	120	30		10317	-53			70		
4305	1983	9	5	21	180	20		10323	-56			73		
4305	1983	9	6	0	280	10		10331	-65			79		
4305	1983	9	6	3	10	30		10331	-72			90		
4305	1983	9	6	6	350	30		10331	-74			94		
4305	1983	9	6	9	70	20		10331	-74			69		
4305	1983	9	6	12	100	30		10331	-62			76		
4305	1983	9	6	15	80	20		10331	-56			59		
4305	1983	9	6	18	340	20		10325	-55			63		
4305	1983	9	6	21	340	30		10322	-60			65		
4305	1983	9	7	0	20	30		10320	-67			76		
4305	1983	9	7	3	90	30		10319	-65			70		
4305	1983	9	7	6	70	60		10313	-56			72		
4305	1983	9	7	9	90	90		10307	-55			69		
4305	1983	9	7	12	90	110		10301	-44			61		
4305	1983	9	7	15	150	60		10301	-41			74		
4305	1983	9	7	18	150	60		10301	-45			87		
4305	1983	9	7	21	180	70		10307	-56			100		
4305	1983	9	8	0	200	50		10310	-65			100		
4305	1983	9	8	3	200	40		10311	-69			97		
4305	1983	9	8	6	210	50		10311	-79			97		
4305	1983	9	8	9	180	50		10311	-79			97		
4305	1983	9	8	12	190	40		10316	-82			96		
4305	1983	9	8	15	220	30		10316	-84			96		
4305	1983	9	8	18	220	20		10311	-86			95		
4305	1983	9	8	21	340	30		10307	-87			98		
4305	1983	9	9	0	340	60		10301	-89			100		
4305	1983	9	9	3	10	50		10299	-92			100		
4305	1983	9	9	6	280	20		10302	-98			100		
4305	1983	9	9	9	160	30		10311	-94			100		
4305	1983	9	9	12	140	30		10311	-84			95		
4305	1983	9	9	15	250	10		10307	-80			92		
4305	1983	9	9	18	300	20		10299	-75			88		
4305	1983	9	9	21	40	10		10295	-93			99		
4305	1983	9	10	0	250	10		10295	-95			99		
4305	1983	9	10	3	100	20		10295	-99			100		
4305	1983	9	10	6	120	40		10293	-95			99		
4305	1983	9	10	12	30	30		10284	-90			100		
4305	1983	9	10	15	20	40		10269	-73			88		
4305	1983	9	10	18	10	50		10251	-64			80		
4305	1983	9	10	21	340	90		10235	-66			76		
4305	1983	9	11	0	340	90		10221	-71			75		
4305	1983	9	11	3	330	100		10202	-72			84		
4305	1983	9	11	6	340	70		10182	-73			80		
4305	1983	9	11	9	350	70		10172	-73			82		
4305	1983	9	11	12	320	30		10164	-65			82		
4305	1983	9	11	15	270	10		10160	-56			76		
4305	1983	9	11	18	290	10		10155	-48			72		
4305	1983	9	11	21	200	20		10158	-56			80		
4305	1983	9	12	0	140	20		10166	-66			91		
4305	1983	9	12	3	170	20		10170	-69			95		
4305	1983	9	12	6	70	20		10164	-76			99		
4305	1983	9	12	9	340	60		10157	-75			98		
4305	1983	9	12	12	340	70		10149	-69			96		
4305	1983	9	12	15	320	70		10151	-63			87		
4305	1983	9	12	18	330	60		10163	-54			77		
4305	1983	9	12	21	280	40		10185	-59			90		
4305	1983	9	13	0	240	20		10202	-69			95		
4305	1983	9	13	3	160	60		10218	-73			90		
4305	1983	9	13	6	170	80		10235	-74			99		
4305	1983	9	13	9	170	80		10247	-67			95		
4305	1983	9	13	15	160	70		10266	-69			97		
4305	1983	9	13	18	200	40		10274	-67			98		
4305	1983	9	13	21	200	10		10280	-74			99		
4305	1983	9	14	0	290	20		10286	-75			91		
4305	1983	9	14	3	240	20		10289	-82			100		
4305	1983	9	14	6	280	30		10298	-80			100		
4305	1983	9	14	12	340	100		10319	-72			63		
4305	1983	9	14	15	330	100		10319	-68			66		
4305	1983	9	14	18	340	110		10317	-73			80		
4305	1983	9	14	21	330	130		10314	-77			82		
4305	1983	9	15	0	340	130		10316	-79			75		
4305	1983	9	15	3	340	120		10317	-80			80		
4305	1983	9	15	6	340	120		10314	-82			81		
