Station;År;Måned;Dag;Time(utc);101;112;113;122;123;201;301;305;365;371;401;504;550;601;603;609;801
425000;2014;01;01;0;-4,5;-4,1;;-4,9;;71,0;7,2;9,7;51;52;1000,4;;0,0;0,0;;;90
425000;2014;01;01;1;-4,5;-3,9;;-5,0;;64,0;6,8;9,9;47;45;999,8;;0,0;0,0;;;90
425000;2014;01;01;2;-4,6;-4,1;;-5,1;;61,0;8,8;11,6;51;49;999,1;;0,0;0,0;;;90
425000;2014;01;01;3;-4,4;-3,8;;-4,8;;54,0;8,2;11,7;50;53;998,6;;0,0;0,0;;;60
425000;2014;01;01;4;-4,1;-3,6;;-4,6;;51,0;6,9;11,3;59;47;997,9;;0,0;0,0;;;10
425000;2014;01;01;5;-3,7;-3,0;;-4,2;;46,0;3,4;9,5;91;66;997,6;;0,0;0,0;;;10
425000;2014;01;01;6;-3,5;-3,1;-3,0;-4,0;-5,1;49,0;3,6;5,3;50;69;997,1;;0,0;0,0;0,0;0,1;10
425000;2014;01;01;7;-3,1;-2,4;;-3,8;;45,0;4,0;7,3;69;50;996,9;;0,0;0,0;;;90
425000;2014;01;01;8;-2,9;-1,4;;-3,7;;48,0;1,8;4,7;25;86;996,7;;0,0;;;;100
425000;2014;01;01;9;-1,9;-1,2;;-2,5;;45,0;3,3;7,1;57;75;996,6;;0,0;;;;90
425000;2014;01;01;10;-2,1;-1,0;;-3,4;;51,0;2,9;8,4;78;55;996,5;;0,0;;;;40
425000;2014;01;01;11;-1,2;-0,4;;-2,8;;45,0;5,8;8,0;45;41;996,2;;0,0;;;;10
425000;2014;01;01;12;-1,0;-0,2;;-1,6;;43,0;3,8;6,3;55;71;996,1;;0,0;0,0;;;60
425000;2014;01;01;13;-0,3;0,2;;-0,9;;40,0;6,4;7,9;36;54;995,8;;0,0;0,0;;;90
425000;2014;01;01;14;-0,4;0,1;;-0,9;;44,0;5,8;8,2;49;42;995,6;;3,0;;;;60
425000;2014;01;01;15;-0,2;0,5;;-0,6;;49,0;6,0;9,3;49;51;995,3;;16,0;0,0;;;0
425000;2014;01;01;16;0,0;0,6;;-0,5;;51,0;5,8;8,6;40;42;994,7;;20,0;0,0;;;90
425000;2014;01;01;17;0,4;1,0;;-0,2;;47,0;5,6;9,0;30;39;994,6;;13,0;0,0;;;0
425000;2014;01;01;18;0,8;1,5;1,5;0,1;-3,8;44,0;7,8;10,9;17;32;994,5;;4,0;0,0;0,0;;60
425000;2014;01;01;19;0,8;1,5;;0,1;;45,0;6,1;11,3;50;36;994,2;;0,0;0,0;;;40
425000;2014;01;01;20;1,2;1,7;;0,4;;40,0;4,1;9,3;15;48;994,1;;0,0;0,0;;;60
425000;2014;01;01;21;1,3;1,9;;0,4;;40,0;11,2;14,5;60;56;993,4;;0,0;0,0;;;90
425000;2014;01;01;22;1,7;2,5;;1,0;;38,0;13,2;15,7;64;61;993,4;;0,0;0,0;;;60
425000;2014;01;01;23;2,1;3,0;;1,4;;36,0;9,8;16,0;66;68;993,3;;0,0;0,0;;;60
425000;2014;01;02;0;1,8;2,5;;1,0;;37,0;10,6;15,3;67;62;992,9;;0,0;0,0;;;40
425000;2014;01;02;1;2,1;2,6;;1,5;;34,0;11,7;15,1;65;67;992,7;;0,0;0,0;;;40
425000;2014;01;02;2;1,6;2,2;;0,9;;36,0;7,9;16,0;64;68;992,8;;0,0;0,0;;;90
425000;2014;01;02;3;1,5;2,0;;0,9;;36,0;9,2;12,5;62;60;992,3;;0,0;0,0;;;60
425000;2014;01;02;4;1,5;2,1;;0,9;;35,0;6,5;10,3;64;60;991,9;;0,0;0,0;;;90
425000;2014;01;02;5;1,3;1,9;;1,0;;35,0;7,1;11,3;53;56;991,6;;0,0;0,0;;;90
425000;2014;01;02;6;1,3;1,7;3,0;0,7;0,1;35,0;6,1;10,9;65;59;991,7;;0,0;0,0;-0,1;0,0;60
425000;2014;01;02;7;0,7;1,4;;-0,2;;43,0;7,1;11,0;42;44;991,6;;0,0;0,0;;;90
425000;2014;01;02;8;0,6;1,2;;0,2;;46,0;4,7;9,8;54;40;991,6;;0,0;0,0;;;90
425000;2014;01;02;9;0,4;0,9;;-0,1;;49,0;4,2;8,2;51;43;991,6;;0,0;0,0;;;90
425000;2014;01;02;10;0,2;1,2;;-1,1;;48,0;5,3;7,3;12;27;991,3;;0,0;0,0;;;90
425000;2014;01;02;11;0,0;1,1;;-1,1;;49,0;3,3;9,3;92;52;991,5;;0,0;0,0;;;90
425000;2014;01;02;12;0,3;0,9;;-0,8;;41,0;2,4;4,6;84;62;991,3;;0,0;0,0;;;90
425000;2014;01;02;13;-0,3;0,8;;-0,9;;46,0;1,5;7,4;100;83;991,1;;0,0;0,0;;;90
425000;2014;01;02;14;-0,2;0,4;;-0,7;;48,0;1,9;3,8;98;113;991,1;;2,0;0,0;;;90
425000;2014;01;02;15;-0,1;1,0;;;;47,0;1,4;3,0;230;132;991,2;;21,0;0,0;;;90
425000;2014;01;02;16;0,0;0,5;;-0,6;;46,0;2,7;5,4;56;24;991,0;;9,0;0,0;;;0
425000;2014;01;02;17;0,1;0,7;;-0,7;;41,0;3,6;5,5;29;85;990,9;;7,0;0,0;;;40
425000;2014;01;02;19;-0,4;0,1;;-1,2;;53,0;0,9;4,1;9;58;991,8;;0,0;0,0;;;90
425000;2014;01;02;20;-0,3;0,3;;-0,8;;42,0;4,8;7,4;56;56;992,2;;0,0;0,0;;;40
425000;2014;01;02;21;-0,2;0,1;;-0,6;;39,0;1,3;6,6;81;92;992,7;;0,0;0,0;;;90
425000;2014;01;02;22;-0,5;-0,1;;-0,8;;40,0;2,2;4,4;107;104;992,9;;0,0;0,0;;;90
425000;2014;01;02;23;-0,9;-0,3;;-1,6;;43,0;2,4;4,8;34;66;993,2;;0,0;0,0;;;60
425000;2014;01;03;0;-1,4;-0,8;;-2,0;;41,0;2,4;4,7;87;83;993,6;;0,0;0,0;;;60
425000;2014;01;03;1;-1,2;-0,9;;-1,8;;40,0;3,3;6,4;54;94;993,9;;0,0;0,0;;;40
425000;2014;01;03;2;-1,6;-1,1;;-2,2;;41,0;6,3;8,1;48;47;994,2;;0,0;0,0;;;60
425000;2014;01;03;3;-1,9;-1,3;;-2,3;;45,0;6,5;9,0;50;45;994,2;;0,0;0,0;;;10
425000;2014;01;03;4;-2,3;-1,7;;-2,7;;44,0;6,4;8,8;58;52;994,3;;0,0;0,0;;;10
425000;2014;01;03;5;-2,7;-2,3;;-3,1;;44,0;7,1;10,3;54;52;994,5;;0,0;0,0;;;10
425000;2014;01;03;6;-2,7;-2,4;0,3;-3,4;-3,4;44,0;5,9;9,9;50;48;994,9;;0,0;0,0;0,0;0,0;0
425000;2014;01;03;8;-3,2;-2,7;;-3,8;;42,0;5,6;7,8;49;44;995,9;;0,0;0,0;;;10
425000;2014;01;03;9;-3,5;-2,7;;-3,9;;43,0;5,5;7,6;48;48;996,0;;0,0;0,0;;;10
425000;2014;01;03;10;-3,7;-3,2;;-4,1;;44,0;5,9;9,0;42;50;996,1;;0,0;0,0;;;0
425000;2014;01;03;11;-3,9;-3,3;;-4,3;;45,0;5,7;9,4;52;52;996,6;;0,0;0,0;;;0
425000;2014;01;03;12;-4,2;-3,8;;-4,6;;47,0;5,9;8,1;44;45;996,7;;0,0;0,0;;;0
425000;2014;01;03;13;-4,3;-3,8;;-4,9;;46,0;5,4;8,6;47;52;997,0;;0,0;0,0;;;0
425000;2014;01;03;14;-4,3;-3,9;;-4,9;;44,0;6,1;8,4;58;56;997,0;;17,0;0,0;;;0
425000;2014;01;03;15;-4,4;-3,7;;-4,9;;42,0;6,6;9,1;64;53;996,9;;30,0;0,0;;;
425000;2014;01;03;16;-4,5;-4,0;;-5,1;;41,0;2,6;7,7;89;78;996,9;;31,0;0,0;;;0
425000;2014;01;03;17;-4,6;-3,9;;-5,0;;39,0;4,6;7,1;76;68;996,9;;29,0;0,0;;;10
425000;2014;01;03;18;-4,6;-4,1;-2,5;-4,9;-5,1;38,0;3,4;5,7;89;81;996,9;;13,0;0,0;0,0;;0
425000;2014;01;03;19;-4,8;-4,5;;-5,3;;38,0;2,0;5,1;67;75;997,1;;1,0;0,0;;;0
425000;2014;01;03;20;-5,0;-4,4;;-6,2;;40,0;1,7;4,3;56;66;997,5;;0,0;;;;0
425000;2014;01;03;21;-5,7;-5,0;;-6,3;;57,0;1,8;4,9;18;34;997,5;;0,0;;;;0
425000;2014;01;03;22;-5,8;-5,4;;-6,2;;56,0;2,1;4,0;114;62;997,5;;0,0;;;;0
425000;2014;01;03;23;-5,9;-5,4;;;;56,0;0,8;2,3;268;196;997,2;;6,0;;;;10
425000;2014;01;04;0;-5,7;-5,2;;-6,6;;49,0;1,6;3,4;115;36;997,1;;0,0;;;;0
425000;2014;01;04;1;-6,0;-5,5;;-6,4;;47,0;1,6;2,3;116;98;997,0;;0,0;;;;0
425000;2014;01;04;2;-6,2;-5,5;;;;53,0;1,2;2,5;277;179;996,9;;9,0;0,0;;;0
425000;2014;01;04;3;-6,0;-5,3;;-6,6;;57,0;0,0;2,0;0;142;996,8;;0,0;0,0;;;10
425000;2014;01;04;4;-6,1;-5,8;;-6,7;;51,0;3,8;5,6;45;73;996,6;;0,0;0,0;;;0
425000;2014;01;04;5;-6,2;-5,8;;-6,6;;50,0;4,9;6,9;52;49;996,5;;0,0;0,0;;;0
425000;2014;01;04;6;-6,3;-5,9;-4,4;-6,8;;47,0;2,1;5,6;131;109;996,3;;0,0;0,0;0,0;0,0;0
425000;2014;01;04;7;-5,9;-5,4;;-6,6;;48,0;0,8;2,8;280;257;996,1;;8,0;0,0;;;0
425000;2014;01;04;8;-6,0;-5,3;;-6,8;;54,0;6,1;8,1;40;30;995,9;;0,0;0,0;;;0
425000;2014;01;04;9;-6,0;-5,7;;-6,3;;52,0;6,0;7,8;41;39;995,9;;0,0;0,0;;;0
425000;2014;01;04;10;-6,1;-5,6;;-6,4;;52,0;6,5;8,4;46;43;995,6;;0,0;0,0;;;0
425000;2014;01;04;11;-6,0;-5,6;;-6,6;;48,0;4,4;8,5;49;47;995,5;;0,0;0,0;;;0
425000;2014;01;04;12;-5,6;-5,2;;-6,1;;46,0;5,4;9,0;42;41;995,2;;0,0;0,0;;;40
425000;2014;01;04;13;-5,3;-4,9;;-5,8;;46,0;5,4;9,5;44;42;994,9;;1,0;0,0;;;90
425000;2014;01;04;14;-5,3;-4,9;;-6,0;;47,0;6,2;9,0;38;41;994,8;;19,0;0,0;;;10
425000;2014;01;04;15;-5,5;-4,8;;-6,2;;61,0;6,7;9,6;38;28;994,4;;19,0;0,0;;;60
425000;2014;01;04;16;-5,1;-4,6;;-5,7;;54,0;7,6;10,7;36;40;993,6;;12,0;0,0;;;60
425000;2014;01;04;17;-4,9;-4,3;;-5,4;;52,0;6,3;11,8;30;36;992,9;;10,0;0,0;;;40
425000;2014;01;04;18;-4,5;-4,0;-4,0;-5,1;-6,8;51,0;10,5;13,1;39;35;992,1;;12,0;0,0;0,0;;40
425000;2014;01;04;19;-4,5;-3,6;;-5,9;;60,0;8,8;12,7;19;17;992,3;;1,0;0,0;;;90
425000;2014;01;04;20;-4,2;-3,4;;-5,7;;60,0;8,6;12,1;35;8;991,7;;0,0;0,0;;;90
425000;2014;01;04;21;-3,5;-3,0;;-4,3;;55,0;8,4;13,9;45;37;991,9;;0,0;0,1;;;10
425000;2014;01;04;22;-3,3;-2,6;;-4,0;;54,0;7,3;10,7;32;36;991,9;;0,0;;;;10
425000;2014;01;04;23;-2,9;-2,3;;-3,3;;50,0;7,1;8,8;33;34;992,0;;0,0;;;;90
425000;2014;01;05;0;-2,9;-2,5;;-3,3;;54,0;4,8;7,9;12;22;991,7;;0,0;;;;60
425000;2014;01;05;1;-2,8;-2,0;;-3,6;;56,0;7,4;11,0;43;30;991,2;;0,0;;;;90
425000;2014;01;05;2;-2,0;-1,3;;-2,9;;45,0;5,7;10,0;46;34;990,7;;0,0;;;;10
425000;2014;01;05;3;-1,7;-1,0;;-2,2;;40,0;5,0;10,8;46;40;990,7;;0,0;;;;10
425000;2014;01;05;4;-2,0;-1,2;;-2,6;;49,0;4,8;8,0;32;30;990,4;;0,0;;;;10
425000;2014;01;05;5;-2,5;-1,6;;-3,5;;58,0;5,2;8,1;8;12;990,1;;0,0;;;;10
425000;2014;01;05;6;-2,3;-1,6;-1,0;-3,2;-5,9;62,0;5,2;7,9;9;14;990,4;;0,0;0,0;0,1;0,1;10
425000;2014;01;05;7;-2,7;-2,2;;-3,1;;68,0;3,9;6,8;10;10;990,4;;0,0;;;;0
425000;2014;01;05;8;-2,9;-2,4;;-3,4;;69,0;3,7;5,3;9;6;990,5;;0,0;;;;0
425000;2014;01;05;9;-3,0;-2,6;;-3,3;;68,0;3,1;4,3;31;22;990,9;;0,0;;;;60
425000;2014;01;05;10;-3,0;-2,7;;-3,3;;73,0;2,8;3,7;31;30;991,0;;0,0;;;;90
425000;2014;01;05;11;-3,0;-2,7;;-3,5;;78,0;1,9;3,3;46;26;991,4;;0,0;0,0;;;90
425000;2014;01;05;12;-2,8;-2,4;;-3,1;;79,0;2,2;2,5;27;26;991,6;;0,0;0,0;;;60
425000;2014;01;05;13;-2,8;-2,5;;-3,3;;80,0;2,2;3,2;24;19;992,0;;0,0;0,0;;;90
425000;2014;01;05;14;-2,8;-2,4;;-3,1;;81,0;2,9;3,6;8;8;992,2;;3,0;0,0;;;40
425000;2014;01;05;15;-2,8;-2,5;;-3,1;;80,0;1,8;3,4;24;7;992,8;;9,0;0,0;;;60
425000;2014;01;05;16;-2,7;-2,3;;-3,0;;79,0;2,0;2,6;32;21;993,0;;13,0;0,0;;;90
425000;2014;01;05;17;-2,6;-2,3;;-3,3;;78,0;3,2;4,2;15;7;993,2;;25,0;0,0;;;60
425000;2014;01;05;18;-3,1;-2,6;-2,2;-3,4;-3,5;79,0;3,0;4,6;10;18;993,8;;7,0;0,0;0,0;;10
425000;2014;01;05;19;-3,2;-2,8;;-3,4;;78,0;2,2;3,6;26;21;994,5;;1,0;;;;40
425000;2014;01;05;20;-3,2;-2,8;;-3,6;;76,0;2,1;2,5;1;9;995,3;;0,0;0,0;;;100
425000;2014;01;05;21;-3,1;-2,8;;-3,2;;74,0;0,0;2,0;0;6;995,9;;0,0;0,0;;;90
425000;2014;01;05;22;-3,3;-2,9;;-3,6;;66,0;2,1;2,8;318;324;996,5;;0,0;;;;40
425000;2014;01;05;23;-3,8;-3,5;;-4,1;;72,0;2,5;3,9;304;301;997,0;;0,0;;;;100
425000;2014;01;06;0;-3,8;-3,3;;-4,0;;74,0;0,7;3,6;354;338;997,6;;0,0;;;;60
425000;2014;01;06;1;-4,2;-3,6;;-4,5;;81,0;2,4;3,1;293;292;998,2;;0,0;;;;60
425000;2014;01;06;2;-4,3;-4,0;;-4,6;;83,0;2,2;3,9;295;299;998,9;;0,0;0,0;;;90
425000;2014;01;06;3;-4,7;-4,3;;-5,2;;85,0;2,0;3,1;280;271;999,4;;8,0;0,0;;;10
425000;2014;01;06;4;-5,2;-4,8;;-5,6;;83,0;2,8;4,3;294;290;999,9;;0,0;0,0;;;10
425000;2014;01;06;5;-5,3;-4,8;;;;79,0;1,8;3,6;241;264;1000,6;;33,0;0,0;;;60
425000;2014;01;06;6;-5,0;-4,5;-2,8;-5,4;;79,0;2,8;5,6;280;281;1001,5;;0,0;;0,0;0,0;40
425000;2014;01;06;7;-5,6;-5,3;;-6,2;;78,0;2,4;5,5;278;282;1002,5;;0,0;;;;90
425000;2014;01;06;8;-5,4;-5,0;;-5,7;;77,0;7,1;9,5;290;284;1003,4;;0,0;0,0;;;90
425000;2014;01;06;9;-5,3;-4,8;;-5,8;;73,0;7,6;9,7;296;295;1004,9;;0,0;0,0;;;100
425000;2014;01;06;10;-5,7;-5,1;;-6,0;;76,0;7,3;10,3;310;301;1006,1;;0,0;0,0;;;40
425000;2014;01;06;11;-5,6;-5,2;;-5,9;;72,0;6,2;11,1;317;317;1007,2;;0,0;0,0;;;100
425000;2014;01;06;12;-5,6;-5,0;;-6,0;;74,0;9,0;11,5;306;314;1008,3;;0,0;0,0;;;100
425000;2014;01;06;13;-5,7;-5,1;;-6,2;;73,0;7,2;12,6;312;309;1009,9;;0,0;0,0;;;100
425000;2014;01;06;14;-5,8;-5,3;;-6,1;;70,0;8,0;12,1;318;322;1010,7;;1,0;0,0;;;100
425000;2014;01;06;15;-6,1;-5,6;;-6,6;;71,0;8,0;10,2;313;316;1011,2;;3,0;0,0;;;100
425000;2014;01;06;16;-6,5;-6,0;;-6,9;;73,0;6,8;10,7;316;313;1012,2;;4,0;0,0;;;90
425000;2014;01;06;17;-6,8;-6,1;;-7,7;;73,0;6,3;10,1;301;307;1013,1;;3,0;0,0;;;90
425000;2014;01;06;18;-7,1;-6,7;-4,8;-7,6;-7,7;73,0;5,5;9,9;312;316;1013,8;;2,0;0,0;-0,1;;100
425000;2014;01;06;19;-7,3;-6,8;;-7,6;;73,0;4,4;8,3;339;319;1014,6;;0,0;0,0;;;90
425000;2014;01;06;20;-7,3;-6,9;;-7,5;;71,0;4,2;6,9;321;323;1015,2;;0,0;0,0;;;100
425000;2014;01;06;21;-7,2;-6,8;;-7,6;;65,0;4,6;8,3;338;327;1015,9;;0,0;0,0;;;100
425000;2014;01;06;22;-7,3;-6,9;;-7,5;;65,0;4,6;6,2;346;350;1016,4;;0,0;0,0;;;100
425000;2014;01;06;23;-7,3;-6,9;;-7,7;;66,0;5,0;7,4;323;326;1016,1;;0,0;0,0;;;100
425000;2014;01;07;0;-7,4;-7,1;;-7,7;;63,0;4,5;6,9;353;349;1015,6;;0,0;0,0;;;90
425000;2014;01;07;1;-7,3;-7,0;;-7,8;;65,0;4,6;7,9;326;338;1016,0;;0,0;0,0;;;100
425000;2014;01;07;2;-7,3;-7,0;;-7,8;;63,0;5,9;8,3;337;339;1015,1;;0,0;0,0;;;90
425000;2014;01;07;3;-7,3;-6,9;;-7,8;;65,0;5,7;9,0;339;339;1014,7;;0,0;0,0;;;90
425000;2014;01;07;4;-7,4;-7,0;;-7,8;;64,0;4,7;8,2;17;9;1013,6;;0,0;0,0;;;10
425000;2014;01;07;5;-7,4;-7,0;;-7,7;;63,0;4,9;6,5;24;22;1013,2;;0,0;0,0;;;0
425000;2014;01;07;6;-7,4;-6,9;-6,8;-7,8;-7,8;68,0;6,0;8,3;360;3;1012,6;;0,0;0,0;-0,1;0,0;0
425000;2014;01;07;7;-7,3;-6,7;;-7,9;;70,0;8,2;10,5;31;21;1011,3;;0,0;0,0;;;0
425000;2014;01;07;8;-7,0;-6,6;;-7,4;;65,0;11,4;13,8;51;40;1009,5;;0,0;0,1;;;0
425000;2014;01;07;9;-7,1;-6,6;;-7,6;;62,0;12,1;15,8;54;52;1007,4;;0,0;0,0;;;40
425000;2014;01;07;10;-6,9;-6,4;;-7,4;;61,0;7,9;13,8;53;51;1005,9;;0,0;0,0;;;40
425000;2014;01;07;11;-6,8;-6,2;;-7,4;;58,0;9,9;13,8;47;53;1004,3;;0,0;0,1;;;90
425000;2014;01;07;12;-6,4;-5,8;;-7,1;;56,0;11,7;14,1;45;49;1001,6;;0,0;0,1;;;90
425000;2014;01;07;13;-6,1;-5,2;;-6,7;;54,0;7,5;13,4;59;51;1000,9;;0,0;0,0;;;90
425000;2014;01;07;14;-5,6;-5,0;;-6,3;;48,0;11,6;14,5;44;48;997,5;;1,0;0,1;;;60
425000;2014;01;07;15;-4,4;-3,5;;-5,8;;37,0;10,8;14,7;61;56;995,0;;4,0;0,0;;;60
425000;2014;01;07;16;-3,9;-3,3;;-4,7;;37,0;10,3;15,4;54;58;992,7;;4,0;0,0;;;90
425000;2014;01;07;17;-2,8;-2,2;;-3,7;;33,0;6,8;11,2;48;64;989,6;;3,0;;;;90
425000;2014;01;07;18;-2,7;-2,1;-2,1;-3,3;-7,9;37,0;5,3;16,2;59;53;987,3;;1,0;;0,4;;100
425000;2014;01;07;19;-2,2;-1,6;;-2,9;;36,0;7,2;9,8;52;61;984,3;;0,0;;;;90
425000;2014;01;07;20;-1,9;-1,0;;-2,5;;37,0;7,3;11,5;57;56;981,8;;0,0;;;;90
425000;2014;01;07;21;-1,0;-0,1;;-2,0;;33,0;10,1;15,0;71;57;978,3;;0,0;0,0;;;90
425000;2014;01;07;22;-0,3;1,2;;-1,3;;37,0;2,7;15,2;124;81;976,7;;0,0;0,0;;;100
425000;2014;01;07;23;0,4;2,3;;;;56,0;4,9;12,0;74;158;974,7;;16,0;0,0;;;100
425000;2014;01;08;0;-1,6;0,3;;-2,5;;87,0;2,4;8,2;34;40;973,0;;0,0;0,2;;;100
425000;2014;01;08;1;-1,2;-0,8;;-1,6;;98,0;2,2;3,9;353;2;971,6;;0,0;1,4;;;100
425000;2014;01;08;2;-1,6;-1,3;;-1,8;;98,0;4,4;5,3;20;22;969,5;;0,0;2,4;;;100
425000;2014;01;08;3;-0,8;0,2;;-1,8;;98,0;2,3;6,4;189;78;968,3;;0,0;0,2;;;100
425000;2014;01;08;4;1,9;3,4;;0,0;;83,0;13,1;21,3;149;161;967,0;;0,0;0,0;;;100
425000;2014;01;08;5;3,3;4,0;;2,5;;69,0;12,6;25,1;126;140;967,0;;0,0;0,3;;;100
425000;2014;01;08;6;3,3;4,0;4,0;2,7;;69,0;15,3;26,9;121;125;966,5;;0,0;0,1;5,0;5,0;100
425000;2014;01;08;7;3,4;4,2;;2,9;;66,0;11,5;25,9;118;120;967,3;;0,0;0,0;;;100
