Station;År;Måned;Dag;Time(utc);101;112;113;122;123;201;301;305;365;371;401;504;550;601;603;609;801
422400;2014;01;01;0;-5,5;;;;;64,0;2,3;3,6;92;109;1006,7;;;;;;
422400;2014;01;01;1;-5,0;;;;;66,0;5,4;6,7;39;81;1006,6;;;;;;
422400;2014;01;01;2;-4,9;;;;;60,0;5,8;7,2;34;34;1006,3;;;;;;
422400;2014;01;01;3;-4,9;;;;;63,0;6,1;7,7;32;35;1005,9;;;;;;
422400;2014;01;01;4;-4,8;;;;;62,0;6,3;8,2;30;28;1005,4;;;;;;
422400;2014;01;01;5;-4,6;;;;;59,0;7,0;9,3;25;32;1005,0;;;;;;
422400;2014;01;01;6;-4,8;;-4,3;;-6,9;59,0;6,2;8,8;42;33;1004,6;;;;;;
422400;2014;01;01;7;-6,1;;;;;61,0;2,9;7,7;92;62;1004,3;;;;;;
422400;2014;01;01;8;-5,8;;;;;69,0;2,3;4,6;81;80;1004,1;;;;;;
422400;2014;01;01;9;-5,9;;;;;65,0;3,2;4,6;62;71;1003,7;;;;;;
422400;2014;01;01;10;-6,2;;;;;64,0;3,0;5,1;96;76;1003,7;;;;;;
422400;2014;01;01;11;-5,4;;;;;66,0;3,0;3,6;98;83;1003,5;;;;;;
422400;2014;01;01;12;-4,9;;;;;63,0;3,0;4,6;87;94;1002,9;;;;;;
422400;2014;01;01;13;-5,0;;;;;64,0;4,1;5,1;88;93;1002,7;;;;;;
422400;2014;01;01;14;-5,0;;;;;64,0;4,3;5,7;96;89;1002,5;;;;;;
422400;2014;01;01;15;-3,8;;;;;65,0;4,5;5,1;65;76;1002,4;;;;;;
422400;2014;01;01;16;-2,8;;;;;65,0;5,6;7,2;65;61;1001,9;;;;;;
422400;2014;01;01;17;-2,5;;;;;68,0;3,7;6,7;59;51;1001,8;;;;;;
422400;2014;01;01;18;-3,7;;-2,1;;-6,4;67,0;4,8;5,7;82;79;1001,6;;;;;;
422400;2014;01;01;19;-3,1;;;;;64,0;3,6;5,1;81;87;1001,8;;;;;;
422400;2014;01;01;20;-3,3;;;;;63,0;2,7;5,1;98;92;1001,8;;;;;;
422400;2014;01;01;21;-3,0;;;;;61,0;4,3;6,7;93;92;1001,8;;;;;;
422400;2014;01;01;22;-2,9;;;;;57,0;1,6;5,1;88;101;1001,8;;;;;;
422400;2014;01;01;23;-3,1;;;;;58,0;2,7;5,7;77;78;1002,0;;;;;;
422400;2014;01;02;0;-3,6;;;;;59,0;0,6;3,1;4;84;1001,9;;;;;;
422400;2014;01;02;1;-3,8;;;;;66,0;3,4;6,2;113;71;1002,0;;;;;;
422400;2014;01;02;2;-4,6;;;;;63,0;3,7;4,6;84;101;1001,9;;;;;;
422400;2014;01;02;3;-4,5;;;;;61,0;2,2;6,7;58;104;1002,1;;;;;;
422400;2014;01;02;4;-4,3;;;;;60,0;2,7;4,1;90;62;1001,7;;;;;;
422400;2014;01;02;5;-3,6;;;;;68,0;2,2;4,6;50;55;1001,7;;;;;;
422400;2014;01;02;6;-3,6;;-2,5;;-5,7;71,0;1,9;3,6;80;71;1002,3;;;;;;
