Station;År;Måned;Dag;Time(utc);101;112;113;122;123;201;301;305;365;371;401;504;550;601;603;609;801
428300;2014;01;01;0;-2,9;;;;;73,0;4,7;6,2;42;37;997,9;;;;;;
428300;2014;01;01;1;-2,7;;;;;68,0;3,9;6,5;25;35;997,5;;;;;;
428300;2014;01;01;2;-2,9;;;;;70,0;3,4;4,8;34;17;996,8;;;;;;
428300;2014;01;01;3;-2,7;;;;;71,0;3,9;5,5;23;15;996,2;;;;;;
428300;2014;01;01;4;-2,6;;;;;72,0;4,4;5,8;14;15;995,4;;;;;;
428300;2014;01;01;5;-2,0;;;;;73,0;5,2;7,2;6;9;994,5;;;;;;
428300;2014;01;01;6;-1,3;;-1,0;;-4,6;65,0;5,0;7,9;17;9;994,2;;;;;;
428300;2014;01;01;7;-2,2;;;;;70,0;3,2;5,6;38;43;993,9;;;;;;
428300;2014;01;01;8;-0,5;0,3;;;;70,0;2,1;3,9;44;28;993,4;;;;;;
428300;2014;01;01;9;0,0;1,3;;;;64,0;2,1;3,2;43;54;992,9;;;;;;
428300;2014;01;01;10;2,7;3,7;;1,3;;52,0;0,5;3,0;338;3;;;;;;;
428300;2014;01;01;11;3,7;5,0;;2,8;;50,0;2,4;3,6;66;37;992,2;;;;;;
428300;2014;01;01;12;4,1;4,2;;3,8;;48,0;4,7;6,4;65;81;991,0;;;;;;
428300;2014;01;01;13;4,2;5,5;;3,6;;48,0;2,8;7,0;43;57;991,1;;;;;;
428300;2014;01;01;14;3,7;5,1;;3,0;;53,0;2,1;4,4;94;360;990,5;;;;;;
428300;2014;01;01;15;5,7;6,3;;5,1;;44,0;5,6;7,8;95;89;990,0;;;;;;
428300;2014;01;01;16;5,9;6,2;;5,6;;45,0;5,0;8,8;117;107;989,4;;;;;;
428300;2014;01;01;17;6,2;6,2;;6,2;;44,0;4,7;4,8;121;121;;;;;;;
428300;2014;01;01;18;6,0;6,2;6,5;5,8;-2,4;45,0;8,6;9,8;99;93;988,5;;;;;;
428300;2014;01;01;19;5,8;6,1;;5,5;;44,0;4,3;9,8;64;81;988,3;;;;;;
428300;2014;01;01;20;5,4;5,8;;5,2;;47,0;;7,3;;65;;;;;;;
428300;2014;01;01;21;5,1;5,4;;4,8;;46,0;6,6;9,0;56;58;;;;;;;
428300;2014;01;01;22;5,0;5,1;;5,0;;44,0;4,5;6,7;73;71;;;;;;;
428300;2014;01;01;23;4,8;5,1;;4,6;;43,0;5,3;11,1;65;66;;;;;;;
