Station;År;Måned;Dag;Time(utc);101;112;113;122;123;201;301;305;365;371;401;504;550;601;603;609;801
436000;2014;01;07;12;-3,8;;;;;39,0;;;;;1003,3;;;;;;0
436000;2014;01;07;13;-4,2;-3,3;;-5,5;;41,0;;;;;1004,3;;4,0;0,0;;;0
436000;2014;01;07;14;-3,7;-2,9;;-4,9;;38,0;;;;;1004,7;;10,0;0,0;;;0
436000;2014;01;07;15;-4,3;-3,4;;-5,5;;40,0;;;;;1005,5;;14,0;0,0;;;0
436000;2014;01;07;16;-4,5;-3,6;;-5,1;;40,0;;;;;1006,3;;10,0;0,0;;;0
436000;2014;01;07;17;-4,7;-4,2;;-5,5;;42,0;;;;;1008,0;;5,0;0,0;;;0
436000;2014;01;07;18;-5,2;-4,6;;-6,2;;44,0;;;;;1009,7;;0,0;0,0;;;0
436000;2014;01;07;19;-4,9;-4,0;;-6,7;;44,0;;;;;1010,7;;0,0;0,0;;;60
436000;2014;01;07;20;-4,9;-4,2;;-5,5;;45,0;;;;;1011,2;;0,0;0,0;;;40
436000;2014;01;07;21;-4,2;-2,5;;-5,5;;44,0;;;;;1011,9;;0,0;0,0;;;10
436000;2014;01;07;22;-3,5;-2,6;;-4,3;;41,0;;;;;1012,8;;0,0;0,0;;;0
436000;2014;01;07;23;-3,3;-2,7;;-3,8;;48,0;;;;;1013,6;;0,0;0,0;;;90
436000;2014;01;08;0;-3,0;-2,3;;-3,5;;50,0;;;;;1013,9;;0,0;0,0;;;100
436000;2014;01;08;1;-2,7;-2,3;;-3,4;;61,0;;;;;1014,0;;0,0;0,0;;;100
436000;2014;01;08;2;-2,6;-2,0;;-3,2;;59,0;;;;;1014,2;;0,0;0,0;;;100
436000;2014;01;08;3;-1,9;-0,3;;-3,0;;62,0;;;;;1013,7;;0,0;0,0;;;100
436000;2014;01;08;4;-1,5;0,0;;-2,7;;66,0;;;;;1013,5;;0,0;0,1;;;90
436000;2014;01;08;5;-0,5;-0,1;;-0,9;;69,0;;;;;1013,1;;0,0;0,0;;;90
436000;2014;01;08;6;0,2;0,8;0,8;-0,5;-6,7;72,0;;;;;1013,0;;0,0;0,0;0,1;;100
436000;2014;01;08;7;0,8;1,2;;0,5;;71,0;;;;;1012,4;;0,0;0,0;;;90
436000;2014;01;08;8;1,4;1,7;;1,0;;67,0;;;;;1012,6;;0,0;0,0;;;100
436000;2014;01;08;9;1,3;1,4;;1,2;;59,0;;;;;1011,5;;0,0;0,0;;;100
436000;2014;01;08;10;1,1;1,5;;0,9;;56,0;;;;;1010,7;;0,0;0,1;;;100
436000;2014;01;08;11;1,1;1,2;;0,9;;61,0;;;;;1010,5;;0,0;0,1;;;100
436000;2014;01;08;12;1,2;1,4;;1,0;;63,0;;;;;1010,0;;0,0;0,2;;;90
436000;2014;01;08;13;1,0;1,4;;0,6;;66,0;;;;;1008,7;;1,0;0,3;;;90
436000;2014;01;08;14;0,4;0,7;;-0,1;;72,0;;;;;1007,3;;4,0;0,5;;;100
436000;2014;01;08;15;-0,2;0,1;;-0,5;;78,0;;;;;1006,3;;5,0;0,5;;;90
436000;2014;01;08;16;0,1;0,5;;-0,3;;73,0;;;;;1004,6;;5,0;0,6;;;90
436000;2014;01;08;17;-0,3;0,3;;-1,1;;77,0;;;;;1003,3;;2,0;0,4;;;100
436000;2014;01;08;18;-1,0;-0,8;1,7;-1,2;-1,2;90,0;;;;;1001,3;;0,0;1,2;4,0;;100
436000;2014;01;20;13;-0,4;0,2;;-0,8;;65,0;;;;;998,7;;11,0;0,0;;;90
436000;2014;01;20;14;-0,7;0,3;;-1,4;;68,0;;;;;997,6;;26,0;0,0;;;100
436000;2014;01;20;15;-0,5;-0,2;;-0,9;;68,0;;;;;997,1;;31,0;0,0;;;100
436000;2014;01;20;16;-0,2;0,4;;-0,7;;61,0;;;;;997,2;;36,0;0,0;;;100
436000;2014;01;20;17;-1,4;0,3;;-2,5;;72,0;;;;;997,1;;14,0;0,1;;;100
436000;2014;01;20;18;-1,3;-0,8;2,1;-1,8;-2,5;70,0;;;;;997,4;;2,0;0,0;0,1;;100
436000;2014;01;20;19;-1,0;-0,4;;-1,6;;68,0;;;;;997,2;;0,0;0,0;;;100
436000;2014;01;20;20;-1,2;-0,7;;-1,8;;69,0;;;;;997,2;;0,0;0,0;;;100
436000;2014;01;20;21;-1,3;-1,0;;-1,6;;69,0;;;;;997,2;;0,0;0,0;;;100
436000;2014;01;20;22;-1,6;-1,3;;-2,2;;72,0;;;;;997,4;;0,0;0,0;;;100
436000;2014;01;20;23;-1,1;-0,2;;-1,5;;67,0;;;;;997,8;;0,0;0,0;;;100
436000;2014;01;21;0;-1,5;-1,3;;-1,6;;72,0;;;;;997,5;;0,0;0,0;;;100
436000;2014;01;21;1;-2,3;-1,6;;-2,5;;91,0;;;;;997,6;;0,0;0,9;;;100
436000;2014;01;21;2;-1,6;-1,0;;-2,0;;91,0;;;;;997,6;;0,0;0,0;;;100
436000;2014;01;21;3;-1,4;-0,9;;-2,0;;91,0;;;;;997,6;;0,0;0,0;;;100
436000;2014;01;21;4;-1,3;-1,0;;-1,6;;92,0;;;;;997,2;;0,0;0,2;;;100
436000;2014;01;21;5;-1,0;-0,7;;-1,3;;92,0;;;;;997,3;;0,0;0,0;;;100
436000;2014;01;21;6;-0,5;-0,1;-0,1;-1,4;-2,5;89,0;;;;;997,1;;0,0;0,0;1,2;1,2;100
436000;2014;01;21;7;-0,9;-0,5;;-1,5;;89,0;;;;;997,5;;0,0;0,0;;;100
436000;2014;01;21;8;-1,4;-0,8;;-2,0;;92,0;;;;;997,7;;0,0;0,0;;;100
436000;2014;01;21;9;-1,1;-0,9;;-1,4;;91,0;;;;;997,7;;0,0;0,0;;;100
436000;2014;01;21;10;-0,9;-0,4;;-1,5;;91,0;;;;;997,9;;0,0;0,0;;;100
436000;2014;01;21;11;-1,0;-0,7;;-1,5;;91,0;;;;;998,0;;0,0;0,1;;;100
436000;2014;01;21;12;-1,1;-0,1;;-1,7;;94,0;;;;;998,3;;1,0;0,1;;;100
436000;2014;01;21;13;-1,3;-0,7;;-1,7;;96,0;;;;;998,2;;5,0;0,1;;;100
436000;2014;01;21;14;0,0;0,3;;-1,0;;96,0;;;;;997,8;;14,0;0,2;;;100
436000;2014;01;21;15;0,8;1,6;;0,3;;94,0;;;;;997,6;;19,0;0,2;;;100
436000;2014;01;21;16;1,3;1,6;;1,1;;87,0;;;;;997,3;;24,0;0,1;;;100
436000;2014;01;21;17;1,7;2,3;;1,3;;84,0;;;;;997,4;;13,0;0,1;;;90
436000;2014;01;21;18;2,4;2,8;2,8;1,9;-2,0;76,0;;;;;997,6;;3,0;0,1;1,2;;100
436000;2014;01;21;19;2,7;2,9;;2,6;;72,0;;;;;998,1;;0,0;0,1;;;100
436000;2014;01;21;20;2,9;3,1;;2,7;;71,0;;;;;998,1;;0,0;0,0;;;90
436000;2014;01;21;21;2,5;3,0;;2,2;;76,0;;;;;998,0;;0,0;0,0;;;100
436000;2014;01;21;22;1,8;2,2;;1,6;;82,0;;;;;997,7;;0,0;0,0;;;100
436000;2014;01;21;23;1,5;1,8;;1,1;;82,0;;;;;998,0;;0,0;0,0;;;100
436000;2014;01;22;0;1,2;1,7;;0,9;;80,0;;;;;997,5;;0,0;0,0;;;100
436000;2014;01;22;1;2,1;2,5;;1,7;;73,0;;;;;997,0;;0,0;0,0;;;100
436000;2014;01;22;2;2,1;2,4;;1,9;;72,0;;;;;996,4;;0,0;0,0;;;100
436000;2014;01;22;3;2,2;2,9;;1,6;;72,0;;;;;995,8;;0,0;0,0;;;100
436000;2014;01;22;4;2,8;2,9;;2,6;;67,0;;;;;994,7;;0,0;0,0;;;100
436000;2014;01;22;5;2,0;2,7;;1,3;;70,0;;;;;993,9;;0,0;0,0;;;100
436000;2014;01;22;6;1,7;2,2;3,1;1,3;0,9;69,0;;;;;992,7;;0,0;0,0;0,1;1,1;100
436000;2014;01;22;7;1,0;1,6;;0,0;;71,0;;;;;991,9;;0,0;0,0;;;90
436000;2014;01;22;8;1,5;2,2;;0,4;;68,0;;;;;990,6;;0,0;0,0;;;100
436000;2014;01;22;9;1,8;2,2;;1,5;;66,0;;;;;989,9;;0,0;0,0;;;100
436000;2014;01;22;10;1,8;2,3;;1,1;;68,0;;;;;989,3;;0,0;0,0;;;100
436000;2014;01;22;11;1,0;1,9;;0,6;;79,0;;;;;988,1;;0,0;0,0;;;100
436000;2014;01;22;12;0,9;1,0;;0,7;;89,0;;;;;987,3;;1,0;0,3;;;100
436000;2014;01;22;13;0,7;1,0;;0,5;;93,0;;;;;986,8;;6,0;0,5;;;100
436000;2014;01;22;14;0,5;0,6;;0,4;;96,0;;;;;986,0;;15,0;0,8;;;100
436000;2014;01;22;15;0,6;0,9;;0,4;;96,0;;;;;985,5;;24,0;1,1;;;100
436000;2014;01;22;16;1,2;1,6;;0,7;;90,0;;;;;984,9;;24,0;0,0;;;90
436000;2014;01;22;17;1,2;1,6;;0,9;;87,0;;;;;985,1;;15,0;0,4;;;100
436000;2014;01;22;18;0,9;1,1;2,3;0,6;0,0;90,0;;;;;985,2;;3,0;0,4;4,0;;100
436000;2014;01;22;19;0,7;0,9;;0,6;;93,0;;;;;985,3;;0,0;0,2;;;100
436000;2014;01;22;20;0,8;1,0;;0,6;;91,0;;;;;985,5;;0,0;0,0;;;100
436000;2014;01;22;21;0,9;1,2;;0,6;;90,0;;;;;985,6;;0,0;0,0;;;100
436000;2014;01;22;22;1,0;1,2;;0,8;;86,0;;;;;985,5;;0,0;0,0;;;100
436000;2014;01;22;23;0,8;1,3;;0,4;;89,0;;;;;985,7;;0,0;0,1;;;100
436000;2014;01;23;0;0,2;0,3;;0,1;;96,0;;;;;985,8;;0,0;0,3;;;100
436000;2014;01;23;1;0,2;0,3;;0,2;;97,0;;;;;986,1;;0,0;0,7;;;100
436000;2014;01;23;2;0,3;0,4;;0,2;;98,0;;;;;986,5;;0,0;0,5;;;100
436000;2014;01;23;3;0,2;0,3;;0,0;;98,0;;;;;986,5;;0,0;0,4;;;100
436000;2014;01;23;4;0,0;0,1;;-0,1;;98,0;;;;;986,6;;0,0;0,2;;;100
436000;2014;01;23;5;-0,1;0,1;;-0,2;;99,0;;;;;986,8;;0,0;0,0;;;100
436000;2014;01;23;6;-0,1;0,1;1,3;-0,2;-0,2;99,0;;;;;986,9;;0,0;0,1;3,0;6,0;100
436000;2014;01;23;7;-0,1;0,0;;-0,3;;99,0;;;;;987,3;;0,0;0,1;;;100
436000;2014;01;23;8;0,0;0,1;;-0,2;;99,0;;;;;987,5;;0,0;0,0;;;100
436000;2014;01;23;9;0,1;0,2;;0,1;;99,0;;;;;988,0;;0,0;0,1;;;100
436000;2014;01;23;10;0,1;0,1;;0,0;;99,0;;;;;988,0;;0,0;0,1;;;100
436000;2014;01;23;11;0,1;0,3;;0,0;;99,0;;;;;988,0;;0,0;0,0;;;100
436000;2014;01;23;12;0,3;0,4;;0,2;;99,0;;;;;987,8;;2,0;0,0;;;100
436000;2014;01;23;13;0,2;0,5;;-0,3;;99,0;;;;;987,6;;10,0;0,0;;;100
436000;2014;01;23;14;0,2;0,4;;-0,1;;99,0;;;;;987,4;;38,0;0,1;;;100
436000;2014;01;23;15;0,3;0,4;;0,2;;99,0;;;;;987,1;;36,0;0,0;;;100
436000;2014;01;23;16;0,6;1,1;;0,2;;98,0;;;;;986,7;;49,0;0,2;;;100
436000;2014;01;23;17;0,3;0,5;;0,2;;98,0;;;;;986,1;;23,0;0,2;;;100
436000;2014;01;23;18;0,1;0,2;1,1;-0,1;-0,3;99,0;;;;;986,0;;7,0;0,0;0,8;;100
436000;2014;01;23;19;-0,1;0,0;;-0,3;;99,0;;;;;985,9;;0,0;0,0;;;100
436000;2014;01;23;20;-0,1;0,3;;-0,7;;99,0;;;;;985,0;;0,0;0,0;;;90
436000;2014;01;23;21;0,6;1,3;;0,0;;91,0;;;;;985,0;;0,0;0,0;;;100
436000;2014;01;23;22;0,1;0,7;;-0,3;;91,0;;;;;984,9;;0,0;0,0;;;100
436000;2014;01;23;23;0,1;0,3;;-0,1;;95,0;;;;;984,0;;0,0;0,0;;;100
436000;2014;01;24;0;0,6;1,1;;0,0;;93,0;;;;;983,6;;0,0;0,0;;;100
436000;2014;01;24;1;1,3;1,5;;0,7;;81,0;;;;;983,1;;0,0;0,0;;;90
436000;2014;01;24;2;0,9;1,1;;0,6;;80,0;;;;;982,8;;0,0;0,0;;;100
436000;2014;01;24;3;0,7;1,1;;0,4;;79,0;;;;;982,0;;0,0;0,0;;;100
436000;2014;01;24;4;0,4;0,6;;-0,1;;82,0;;;;;980,6;;0,0;0,0;;;100
436000;2014;01;24;5;0,4;0,9;;-0,2;;81,0;;;;;979,8;;0,0;0,0;;;90
436000;2014;01;24;6;0,7;1,0;1,5;0,4;-0,7;77,0;;;;;979,7;;0,0;0,0;-0,1;0,8;100
436000;2014;01;24;7;0,2;0,7;;-0,2;;85,0;;;;;979,5;;0,0;0,0;;;100
436000;2014;01;24;8;-0,2;0,2;;-0,7;;89,0;;;;;979,2;;0,0;0,0;;;100
436000;2014;01;24;9;-0,7;-0,6;;-0,8;;96,0;;;;;978,7;;0,0;0,1;;;100
436000;2014;01;24;10;-0,6;-0,5;;-0,7;;98,0;;;;;978,2;;0,0;0,0;;;100
436000;2014;01;24;11;-1,0;-0,5;;-1,7;;97,0;;;;;977,5;;0,0;0,0;;;90
436000;2014;01;24;12;-1,5;-0,5;;-2,0;;96,0;;;;;977,2;;1,0;0,0;;;90
436000;2014;01;24;13;-2,1;-0,4;;-3,2;;93,0;;;;;976,7;;10,0;0,0;;;90
436000;2014;01;24;14;-2,3;-1,7;;-2,9;;95,0;;;;;976,4;;24,0;0,0;;;100
